gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,winner
2575,2282.3,2380.3,171.01,176.11,2,2,50,50,-1
2576,2279.5,3298.4,171.64,171.64,2,3,50,50,-1
2577,3249.3,3186.8,178.52,177.43,3,3,50,50,-1
2578,2279.4,3127.5,170.86,179.27,2,3,50,50,-1
2579,3120.2,3175.5,176.05,176.13,3,3,50,50,-1
2580,3183.7,3128.3,194.95,180.08,3,3,50,50,-1
2581,3176.9,2355.0,179.4,176.16,3,3,50,50,-1
2582,2397.1,2377.1,177.55,175.13,2,2,50,50,-1
2583,2258.0,2372.0,172.37,174.1,3,3,50,50,-1
2584,2385.4,3129.0,176.66,185.52,3,3,50,50,-1
2585,2386.0,3107.4,176.12,184.26,2,3,50,50,-1
2586,3142.5,3174.8,185.82,184.77,3,3,50,50,-1
2587,2246.8,3112.3,173.34,182.61,3,3,50,50,-1
2588,3271.0,3105.5,182.23,180.34,3,3,50,50,-1
2589,2355.0,2327.1,174.55,175.64,3,2,50,50,-1
2590,2283.2,2482.5,169.6,166.01,2,2,50,50,-1
2591,2392.7,2378.0,174.17,176.46,3,2,50,50,-1
2592,3118.3,2350.0,177.63,174.78,3,3,50,50,-1
2593,2277.2,2290.0,165.86,170.55,2,2,50,50,-1
2594,3376.0,2401.8,177.55,175.14,3,2,50,50,-1
2595,3242.1,3345.2,182.13,171.45,3,3,50,50,-1
2596,2377.5,2422.3,176.56,178.59,2,2,50,50,-1
2597,2273.0,2372.8,167.88,156.14,2,2,50,50,-1
2598,2383.1,2273.7,170.97,171.1,2,2,50,50,-1
2599,2350.0,2323.6,172.16,167.06,2,2,50,50,-1
2600,2283.8,2299.8,166.88,170.89,2,2,50,50,-1
2601,2318.9,2350.0,173.71,169.65,2,2,50,50,-1
2602,2349.4,2276.5,170.3,157.2,2,2,50,50,-1
2603,2367.6,2430.8,166.56,166.83,2,2,50,50,-1
2604,2386.2,2284.2,175.58,176.66,2,2,50,50,-1
2605,2308.2,3123.8,175.78,175.3,3,3,50,50,-1
2606,2488.6,2495.4,177.38,174.55,2,2,50,50,-1
2607,2294.8,3092.0,174.89,172.73,2,3,50,50,-1
2608,3286.2,2364.5,177.21,173.63,3,2,50,50,-1
2609,3249.0,2361.6,178.75,177.58,3,3,50,50,-1
2610,3133.6,3127.6,182.92,180.87,3,3,50,50,-1
2611,3100.0,3082.9,175.56,170.43,3,3,50,50,-1
2612,3204.4,3222.4,195.91,182.96,3,3,50,50,-1
2613,2336.5,2392.0,173.21,176.32,2,2,50,50,-1
2614,3121.3,3098.5,180.27,177.41,3,3,50,50,-1
2615,2377.2,2495.5,163.52,172.54,2,2,50,50,-1
2616,2377.7,2309.4,173.8,169.59,2,3,50,50,-1
2617,3143.5,2427.9,186.62,178.32,3,3,50,50,-1
2618,3157.9,2284.2,179.88,169.99,3,3,50,50,-1
2619,3130.0,3265.5,186.59,191.36,3,3,50,50,-1
2620,2487.6,2387.6,174.01,177.89,2,2,50,50,-1
2621,2329.2,2486.5,173.15,175.55,2,2,50,50,-1
2622,3216.5,3146.4,190.55,177.14,3,3,50,50,-1
2623,3279.0,3140.3,181.8,177.85,3,3,50,50,-1
2624,3095.3,3227.0,175.8,187.0,3,3,50,50,-1
2625,3135.0,3125.9,176.63,187.3,3,3,50,50,-1
2626,3224.5,3111.3,183.14,176.88,3,3,50,50,-1
2627,3219.1,3123.4,180.77,190.09,3,3,50,50,-1
2628,3209.7,3227.0,199.0,186.5,3,3,50,50,-1
2629,3175.2,2352.9,181.82,162.9,3,2,50,50,-1
2630,3174.5,3272.3,191.49,194.11,3,3,50,50,-1
2631,3122.3,3140.6,181.2,193.21,3,3,50,50,-1
2632,3125.6,3081.5,185.26,174.39,3,3,50,50,-1
2633,2374.4,2372.2,170.06,169.55,2,2,50,50,-1
2634,3107.4,3119.6,186.29,184.4,3,3,50,50,-1
2635,3122.0,3133.2,181.1,178.82,3,3,50,50,-1
2636,3127.9,3169.8,188.6,197.99,3,3,50,50,-1
2637,3226.8,3209.0,198.69,185.04,3,4,50,50,-1
2638,3264.0,3145.0,190.51,186.78,3,3,50,50,-1
2639,3133.1,3127.9,165.31,178.73,3,3,50,50,-1
2640,3144.0,3116.4,182.97,186.36,3,3,50,50,-1
2641,3296.0,3121.1,194.61,180.49,3,3,50,50,-1
2642,3427.8,3250.0,183.8,194.54,3,3,50,50,-1
2643,3174.0,3123.8,183.28,166.77,3,3,50,50,-1
2644,3189.8,3137.1,203.91,183.76,3,3,50,50,-1
2645,3219.5,3144.8,181.92,180.95,3,3,50,50,-1
2646,3184.2,3279.1,185.32,201.91,3,3,50,50,-1
2647,3279.5,3227.6,205.08,193.51,3,3,50,50,-1
2648,3383.6,3344.3,184.99,179.42,3,3,50,50,-1
2649,3297.2,3390.5,192.18,199.74,3,3,50,50,-1
2650,3192.3,3128.0,188.69,173.26,3,3,50,50,-1
2651,3144.8,3338.6,189.44,194.9,3,3,50,50,-1
2652,3331.8,3238.0,190.03,197.26,3,3,50,50,-1
2653,3276.0,3398.6,199.96,187.84,3,3,50,50,-1
2654,3210.4,3246.1,199.05,193.25,3,3,50,50,-1
2655,3101.0,3181.9,185.29,180.45,3,3,50,50,-1
2656,3172.2,3292.5,180.06,187.46,3,3,50,50,-1
2657,3292.3,3253.5,211.98,203.7,3,3,50,50,-1
2658,3121.7,3210.8,181.41,192.38,3,3,50,50,-1
2659,3212.2,3269.9,190.0,199.83,3,3,50,50,-1
2660,3194.3,3138.3,187.23,196.54,3,3,50,50,-1
2661,3286.7,3257.4,188.02,191.7,3,3,50,50,-1
2662,3209.1,3155.8,182.17,184.03,3,3,50,50,-1
2663,3296.0,3186.1,192.87,199.18,4,4,50,50,-1
2664,3237.9,3257.1,201.19,196.49,3,3,50,50,-1
2665,3273.8,3123.2,193.84,187.0,3,3,50,50,-1
2666,3165.5,3195.6,181.29,180.5,3,3,50,50,-1
2667,3113.4,3375.9,194.78,200.43,3,3,50,50,-1
2668,3108.2,3160.2,171.18,185.89,3,3,50,50,-1
2669,3380.8,3131.4,192.09,184.12,3,3,50,50,-1
2670,3296.4,3147.0,208.5,205.94,3,3,50,50,-1
2671,3275.3,3117.0,196.37,162.23,3,3,50,50,-1
2672,3240.3,3136.1,177.89,185.1,3,3,50,50,-1
2673,3249.2,3144.0,204.73,205.35,3,3,50,50,-1
2674,3156.7,3301.9,191.67,197.92,3,3,50,50,-1
2675,3146.9,3147.3,194.39,170.81,3,3,50,50,-1
2676,3288.6,3150.0,196.02,166.81,4,3,50,50,-1
2677,3565.6,3249.8,169.09,167.27,4,3,50,50,-1
2678,3150.0,3275.4,180.22,178.06,3,3,50,50,-1
2679,3290.6,3138.7,213.32,191.42,3,3,50,50,-1
2680,3200.7,3249.8,188.01,177.5,3,3,50,50,-1
2681,3294.2,3293.7,199.38,205.34,3,3,50,50,-1
2682,3296.8,3147.1,204.16,190.81,3,3,50,50,-1
2683,3244.7,4090.9,203.42,191.03,4,4,50,50,-1
2684,3287.2,3264.0,205.31,183.05,3,3,50,50,-1
2685,4071.5,3177.0,207.14,170.66,4,4,50,50,-1
2686,3297.2,3198.5,199.58,182.61,3,3,50,50,-1
2687,3213.3,3232.3,182.14,182.33,3,3,50,50,-1
2688,3213.8,3295.8,199.94,176.94,3,3,50,50,-1
2689,3195.3,3287.0,198.69,189.72,3,3,50,50,-1
2690,3297.2,3184.4,196.68,193.99,3,3,50,50,-1
2691,3170.3,3127.2,188.89,185.54,3,3,50,50,-1
2692,3262.0,3306.2,210.83,190.13,3,3,50,50,-1
2693,3300.0,4075.0,180.39,191.65,4,4,50,50,-1
2694,3812.8,3482.0,220.65,174.62,4,4,50,50,-1
2695,3203.4,3332.0,216.65,210.78,3,3,50,50,-1
2696,4065.3,3159.4,201.39,185.56,4,3,50,50,-1
2697,3132.6,3234.1,186.19,183.21,3,3,50,50,-1
2698,3143.0,3091.5,193.26,173.95,3,3,50,50,-1
2699,3362.2,3367.1,180.33,186.91,4,4,50,50,-1
2700,3378.0,3090.5,198.64,160.99,3,3,50,50,-1
2701,3244.2,3232.1,194.14,173.44,3,3,50,50,-1
2702,3148.1,3137.3,200.79,199.84,3,3,50,50,-1
2703,3328.4,3175.5,211.98,192.6,3,3,50,50,-1
2704,3226.6,3299.1,211.14,221.77,3,3,50,50,-1
2705,3393.3,3161.1,222.83,173.38,4,4,50,50,-1
2706,3135.5,3282.2,191.87,197.66,3,3,50,50,-1
2707,3942.0,3183.6,194.46,165.93,4,4,50,50,-1
2708,3148.1,3161.7,171.22,156.08,3,3,50,50,-1
2709,3280.0,3747.4,215.61,187.15,4,4,50,50,-1
2710,3249.4,3296.2,197.41,164.89,3,3,50,50,-1
2711,3200.2,3172.6,194.13,177.84,3,3,50,50,-1
2712,3271.2,3270.6,193.11,186.88,3,3,50,50,-1
2713,3347.9,3143.9,212.31,200.74,3,3,50,50,-1
2714,3198.2,3272.1,191.91,182.25,3,3,50,50,-1
2715,3197.0,3233.5,192.75,186.61,3,3,50,50,-1
2716,3228.8,3180.8,193.12,162.55,3,3,50,50,-1
2717,3206.0,3138.2,187.71,148.93,3,3,50,50,-1
2718,3245.9,3230.9,189.82,200.88,3,3,50,50,-1
2719,3182.7,3285.8,188.26,172.75,3,3,50,50,-1
2720,3146.3,3371.8,204.75,200.32,3,3,50,50,-1
2721,3193.3,3146.0,182.38,186.76,3,3,50,50,-1
2722,4057.2,3894.7,211.66,210.99,4,4,50,50,-1
2723,3206.2,3200.7,196.86,176.78,3,3,50,50,-1
2724,3188.8,3322.5,181.15,161.07,3,3,50,50,-1
2725,3297.7,3200.0,225.9,173.5,3,3,50,50,-1
2726,3256.6,3206.6,218.92,219.97,3,3,50,50,-1
2727,4061.6,3350.1,206.3,195.18,4,3,50,50,-1
2728,3275.1,3140.7,220.99,178.47,4,3,50,50,-1
2729,3301.5,3197.3,197.47,171.48,3,3,50,50,-1
2730,3381.3,3280.7,224.26,193.21,3,3,50,50,-1
2731,3994.0,4020.1,216.94,199.15,4,4,50,50,-1
2732,3112.0,3288.7,152.95,166.55,3,3,50,50,-1
2733,4069.2,3936.7,195.89,178.57,4,4,50,50,-1
2734,3279.0,3227.1,209.43,211.28,3,3,50,50,-1
2735,3192.9,3257.5,187.29,182.69,3,3,50,50,-1
2736,3274.3,3299.2,216.23,194.08,3,3,50,50,-1
2737,3285.2,3153.0,185.19,170.12,3,3,50,50,-1
2738,3160.0,3161.3,183.68,174.43,3,3,50,50,-1
2739,3162.3,3211.5,189.34,182.43,3,3,50,50,-1
2740,3312.0,3312.3,222.8,199.02,3,3,50,50,-1
2741,3160.8,3177.1,166.05,168.33,3,3,50,50,-1
2742,3410.8,3262.1,203.37,170.75,3,3,50,50,-1
2743,3261.2,3287.1,214.24,209.58,3,3,50,50,-1
2744,3289.6,3300.1,201.92,195.58,3,3,50,50,-1
2745,3625.8,3310.5,219.68,183.48,4,3,50,50,-1
2746,3433.8,3140.8,192.66,160.27,4,4,50,50,-1
2747,3310.1,3261.7,210.76,182.7,3,3,50,50,-1
2748,3412.1,3310.9,228.89,200.31,3,3,50,50,-1
2749,3355.1,3261.9,188.09,180.69,3,3,50,50,-1
2750,3298.2,3145.6,182.46,169.78,3,3,50,50,-1
2751,4087.4,4083.0,245.01,182.05,4,4,50,50,-1
2752,3312.5,3312.4,218.25,194.85,3,3,50,50,-1
2753,3285.8,3238.6,195.67,176.87,3,3,50,50,-1
2754,4124.5,4087.5,223.88,200.84,4,4,50,50,-1
2755,3294.0,4024.0,200.49,174.81,4,4,50,50,-1
2756,3309.2,3150.0,189.68,173.51,3,3,50,50,-1
2757,3243.9,3182.3,206.52,186.16,3,3,50,50,-1
2758,3304.2,3360.2,195.78,189.23,3,3,50,50,-1
2759,3442.8,3120.5,190.64,154.32,3,3,50,50,-1
2760,3095.6,3150.0,176.59,139.13,3,3,50,50,-1
2761,3228.8,4162.2,176.24,174.58,4,4,50,50,-1
2762,3191.1,3139.1,175.15,155.72,3,3,50,50,-1
2763,3240.8,3664.2,215.33,191.13,3,4,50,50,-1
2764,4073.4,3114.8,182.25,165.62,4,3,50,50,-1
2765,3248.6,3153.3,196.23,179.48,3,3,50,50,-1
2766,3312.1,3212.4,215.14,177.6,3,3,50,50,-1
2767,3244.4,3162.0,193.73,174.1,3,3,50,50,-1
2768,3176.4,3816.6,191.13,201.53,3,4,50,50,-1
2769,3298.3,3141.3,172.91,167.39,3,3,50,50,-1
2770,3312.2,4086.5,200.17,183.17,4,4,50,50,-1
2771,4161.8,3354.5,226.19,178.18,4,3,50,50,-1
2772,3358.2,3307.8,197.23,197.87,3,3,50,50,-1
2773,4086.6,3940.9,234.06,184.83,4,4,50,50,-1
2774,4086.1,4085.8,233.03,193.19,4,4,50,50,-1
2775,4123.3,4124.6,232.14,212.6,4,4,50,50,-1
2776,3311.0,3262.4,206.07,179.93,3,3,50,50,-1
2777,3311.9,3311.6,230.26,191.73,3,3,50,50,-1
2778,3311.7,3311.2,189.45,166.37,3,3,50,50,-1
2779,3311.0,3310.0,180.84,220.27,3,3,50,50,-1
2780,3362.0,3311.4,233.55,186.14,3,3,50,50,-1
2781,3300.0,3145.2,209.63,196.19,4,3,50,50,-1
2782,3338.2,3908.8,214.03,187.94,3,4,50,50,-1
2783,3412.4,3258.3,209.97,191.55,3,3,50,50,-1
2784,4161.7,4124.9,227.89,198.59,4,4,50,50,-1
2785,3361.7,3261.2,194.49,173.35,3,3,50,50,-1
2786,4065.8,4040.8,193.61,180.71,4,4,50,50,-1
2787,4161.8,3361.9,232.6,199.2,4,4,50,50,-1
2788,3411.2,3262.6,228.31,193.77,3,3,50,50,-1
2789,3312.5,3312.5,206.49,190.69,4,3,50,50,-1
2790,3311.4,3308.8,191.75,160.16,4,3,50,50,-1
2791,3361.4,3312.6,218.12,201.34,3,3,50,50,-1
2792,3132.4,3125.4,198.52,173.05,3,3,50,50,-1
2793,3232.0,3126.0,176.15,177.56,3,3,50,50,-1
2794,2999.3,3277.6,177.04,182.01,3,3,50,50,-1
2795,3195.9,3346.7,184.32,187.4,3,3,50,50,-1
2796,3131.7,3184.0,195.5,172.19,3,3,50,50,-1
2797,3277.6,3371.2,215.5,183.16,4,4,50,50,-1
2798,2387.5,2289.6,174.51,172.01,2,2,50,50,-1
2799,3168.4,3176.3,203.84,181.85,3,3,50,50,-1
2800,3262.9,3230.7,183.0,179.98,3,3,50,50,-1
2801,3231.1,3184.4,198.53,177.97,3,3,50,50,-1
2802,3126.5,3185.2,172.39,169.76,3,3,50,50,-1
2803,3229.6,3130.1,193.73,203.7,3,3,50,50,-1
2804,3137.1,3068.1,173.96,176.51,3,3,50,50,-1
2805,3230.9,3296.9,186.04,193.66,3,3,50,50,-1
2806,3271.4,3195.0,208.74,195.17,3,3,50,50,-1
2807,3277.8,3200.8,183.32,175.22,3,3,50,50,-1
2808,3139.9,3142.2,179.82,179.98,3,3,50,50,-1
2809,2383.3,3122.9,171.39,177.39,3,3,50,50,-1
2810,4081.9,3287.7,193.13,174.19,4,3,50,50,-1
2811,3334.1,3157.6,201.11,173.04,3,3,50,50,-1
2812,3148.3,3125.8,187.51,182.11,3,3,50,50,-1
2813,3137.0,3277.2,188.44,204.78,3,3,50,50,-1
2814,3124.9,3089.3,175.95,169.5,3,3,50,50,-1
2815,3411.5,3277.1,204.14,171.45,3,3,50,50,-1
2816,3193.4,3089.6,192.92,169.74,3,3,50,50,-1
2817,3831.0,4040.5,213.54,221.36,4,4,50,50,-1
2818,3281.9,3383.5,187.94,195.89,3,3,50,50,-1
2819,3306.8,2792.8,219.22,160.97,3,3,50,50,-1
2820,3292.1,3150.0,186.4,171.89,3,3,50,50,-1
2821,3261.8,3261.6,175.64,169.8,3,3,50,50,-1
2822,3134.6,3132.0,171.88,168.49,3,3,50,50,-1
2823,3148.2,3143.5,199.49,162.87,3,3,50,50,-1
2824,3248.2,3141.8,177.15,189.23,3,3,50,50,-1
2825,3139.7,2294.1,180.71,171.34,3,3,50,50,-1
2826,3127.3,3043.7,163.28,158.24,3,3,50,50,-1
2827,3121.0,3215.1,183.54,171.63,3,3,50,50,-1
2828,2247.1,2304.2,171.89,170.77,2,2,50,50,-1
2829,3410.9,3162.5,188.2,166.76,3,3,50,50,-1
2830,3177.1,3126.7,195.22,183.91,3,3,50,50,-1
2831,3133.3,3181.7,185.37,188.12,3,3,50,50,-1
2832,2371.5,3139.5,172.31,176.7,2,3,50,50,-1
2833,3341.5,3271.0,208.63,181.67,3,3,50,50,-1
2834,3239.1,4141.3,185.48,189.43,4,4,50,50,-1
2835,3311.5,3261.1,181.94,172.56,3,3,50,50,-1
2836,4086.2,3956.1,218.05,204.14,4,4,50,50,-1
2837,4161.4,4086.7,217.43,204.18,4,4,50,50,-1
2838,4087.2,4161.0,217.73,200.67,4,4,50,50,-1
2839,4085.8,3162.5,211.5,209.4,4,3,50,50,-1
2840,3311.6,3310.9,211.44,202.88,3,3,50,50,-1
2841,3210.7,3132.2,201.47,178.17,3,3,50,50,-1
2842,3312.2,3311.1,203.81,199.77,4,3,50,50,-1
2843,4016.7,3852.6,225.32,188.34,4,4,50,50,-1
2844,3412.6,3949.0,228.19,207.9,4,4,50,50,-1
2845,3311.0,4008.6,206.66,180.39,4,4,50,50,-1
2846,3286.7,2844.7,206.54,156.4,3,3,50,50,-1
2847,3311.4,3243.4,201.77,171.87,4,4,50,50,-1
2848,3325.4,3411.2,211.0,179.46,3,3,50,50,-1
2849,4086.9,4162.4,225.44,191.45,4,4,50,50,-1
2850,3248.8,3290.9,196.99,202.44,3,3,50,50,-1
2851,3359.0,3391.7,226.27,207.84,3,3,50,50,-1
2852,3360.0,3385.2,209.3,199.42,3,3,50,50,-1
2853,3150.0,3394.6,202.13,187.36,3,3,50,50,-1
2854,3241.9,3125.9,177.82,171.79,3,3,50,50,-1
2855,3262.8,3410.8,201.95,190.4,4,3,50,50,-1
2856,3367.4,3203.2,218.16,180.08,3,3,50,50,-1
2857,3176.8,3168.5,183.36,185.46,3,3,50,50,-1
2858,3150.0,3275.0,182.41,174.54,3,3,50,50,-1
2859,3272.0,3240.4,179.26,178.02,3,3,50,50,-1
2860,3234.9,3137.1,198.77,187.7,3,3,50,50,-1
2861,3287.5,3133.5,180.91,185.18,3,3,50,50,-1
2862,3182.9,3148.2,212.46,162.88,3,3,50,50,-1
2863,3097.7,3179.8,204.8,183.97,3,3,50,50,-1
2864,3243.8,3230.7,187.33,160.49,3,3,50,50,-1
2865,2358.3,3153.2,179.65,181.38,3,3,50,50,-1
2866,3268.6,3124.6,182.08,177.01,3,3,50,50,-1
2867,4084.0,3312.4,210.69,189.84,4,3,50,50,-1
2868,3215.4,3123.5,190.36,173.71,3,3,50,50,-1
2869,3198.5,3147.3,191.65,185.12,3,3,50,50,-1
2870,3986.0,4071.9,203.91,201.67,4,4,50,50,-1
2871,3280.2,3242.9,181.68,178.2,3,3,50,50,-1
2872,3367.0,3311.3,216.84,200.81,3,3,50,50,-1
2873,2997.6,3227.3,167.14,211.52,3,3,50,50,-1
2874,3187.5,3160.7,200.21,187.97,3,3,50,50,-1
2875,3130.2,3325.5,188.94,199.22,3,3,50,50,-1
2876,3341.1,3257.8,195.01,186.17,3,3,50,50,-1
2877,3330.2,3335.7,196.03,190.97,3,3,50,50,-1
2878,3311.5,3312.4,207.02,204.18,3,3,50,50,-1
2879,3247.2,3031.1,217.52,171.58,3,3,50,50,-1
2880,3977.3,4087.5,181.38,185.13,4,4,50,50,-1
2881,3131.7,3156.1,187.92,173.66,3,3,50,50,-1
2882,3246.0,3896.1,199.85,172.17,4,4,50,50,-1
2883,3410.9,3160.8,198.49,187.25,3,3,50,50,-1
2884,3261.2,3162.5,200.14,155.36,4,4,50,50,-1
2885,3239.9,3053.8,193.57,154.17,3,3,50,50,-1
2886,3391.7,3208.0,194.78,189.9,3,3,50,50,-1
2887,3210.8,3220.8,192.27,198.53,3,3,50,50,-1
2888,3149.8,3268.0,175.06,179.54,3,3,50,50,-1
2889,3297.0,3286.3,192.37,187.02,3,3,50,50,-1
2890,3361.6,3361.5,201.23,197.51,3,3,50,50,-1
2891,4044.7,4098.0,204.91,223.72,4,4,50,50,-1
2892,3139.9,3075.9,187.24,174.49,3,3,50,50,-1
2893,3211.5,3108.7,180.99,179.56,3,3,50,50,-1
2894,3262.4,3212.5,192.65,165.67,4,3,50,50,-1
2895,3329.1,3164.3,196.49,187.6,3,3,50,50,-1
2896,2345.7,3162.3,173.95,185.22,3,3,50,50,-1
2897,3271.2,2861.4,201.83,157.71,3,3,50,50,-1
2898,3110.8,3150.0,196.75,194.74,3,3,50,50,-1
2899,3173.0,3174.4,198.13,185.22,3,3,50,50,-1
2900,3216.9,3368.8,204.38,206.75,3,3,50,50,-1
2901,3141.1,3239.0,166.64,172.55,3,3,50,50,-1
2902,4121.0,4201.2,213.32,210.12,4,4,50,50,-1
2903,3035.9,3139.3,175.37,177.38,3,3,50,50,-1
2904,4067.0,3300.0,192.34,194.57,4,3,50,50,-1
2905,3764.2,4030.2,189.65,189.69,4,4,50,50,-1
2906,3214.2,3133.3,198.62,182.05,3,3,50,50,-1
2907,3235.9,3239.2,186.68,172.74,3,3,50,50,-1
2908,3261.3,3140.5,194.58,187.4,3,3,50,50,-1
2909,3140.9,3144.4,182.6,169.79,3,3,50,50,-1
2910,3123.8,3250.0,178.19,201.23,3,3,50,50,-1
2911,3150.0,3208.4,186.48,174.58,4,4,50,50,-1
2912,3181.4,3136.3,177.14,174.98,3,3,50,50,-1
2913,3078.4,3048.4,182.58,176.15,3,3,50,50,-1
2914,3214.1,3133.6,186.39,171.27,3,3,50,50,-1
2915,3141.5,3005.8,190.11,172.95,3,3,50,50,-1
2916,3191.6,3097.3,176.52,176.06,3,3,50,50,-1
2917,3099.3,3200.7,178.99,173.51,3,3,50,50,-1
2918,3145.4,3045.8,179.34,179.27,3,3,50,50,-1
2919,3227.2,4060.6,207.79,217.15,4,4,50,50,-1
2920,3129.8,3073.9,181.35,176.02,3,3,50,50,-1
2921,3097.9,3135.7,173.51,188.37,3,3,50,50,-1
2922,2386.6,3137.9,172.82,185.56,3,3,50,50,-1
2923,2861.8,3115.4,178.34,173.22,3,3,50,50,-1
2924,3145.3,3148.4,186.48,174.6,3,3,50,50,-1
2925,3191.6,3115.8,187.42,177.59,3,3,50,50,-1
2926,3148.3,3128.5,182.44,183.74,3,3,50,50,-1
2927,3293.8,3239.3,198.11,204.2,3,3,50,50,-1
2928,3127.0,3194.6,174.72,179.63,3,3,50,50,-1
2929,3305.0,3255.7,193.52,185.99,3,3,50,50,-1
2930,3123.9,3115.8,179.3,179.0,3,3,50,50,-1
2931,3255.5,3137.6,189.67,186.87,4,3,50,50,-1
2932,2572.6,3274.0,163.12,171.83,3,3,50,50,-1
2933,3245.8,2919.0,184.83,169.64,3,3,50,50,-1
2934,3229.9,3222.1,189.98,185.29,3,3,50,50,-1
2935,3119.5,3130.7,176.65,164.6,3,3,50,50,-1
2936,3306.6,3129.7,177.32,192.74,3,3,50,50,-1
2937,3234.0,3207.5,174.71,175.91,3,3,50,50,-1
2938,2318.1,2829.0,172.94,173.85,2,3,50,50,-1
2939,2257.8,2291.1,168.08,163.79,2,2,50,50,-1
2940,3131.9,3103.6,181.92,178.98,3,3,50,50,-1
2941,2345.4,2341.3,175.83,175.13,2,2,50,50,-1
2942,2293.4,2281.7,173.56,173.19,2,2,50,50,-1
2943,3114.8,3106.6,191.66,183.01,3,3,50,50,-1
2944,3153.9,3266.3,196.68,189.04,3,3,50,50,-1
2945,3143.4,3207.2,176.26,159.48,3,3,50,50,-1
2946,3218.1,3193.5,187.42,184.04,3,3,50,50,-1
2947,3120.4,3250.0,180.43,190.8,3,3,50,50,-1
2948,3140.2,3185.3,179.54,189.18,3,3,50,50,-1
2949,3116.0,2392.3,172.33,171.45,3,3,50,50,-1
2950,3141.2,3282.0,189.08,190.94,3,3,50,50,-1
2951,2367.6,2865.4,172.71,172.53,3,3,50,50,-1
2952,3099.2,3164.8,179.78,171.17,4,3,50,50,-1
2953,3140.3,3282.4,183.26,177.46,3,3,50,50,-1
2954,3124.5,3188.0,187.77,186.13,3,3,50,50,-1
2955,3246.3,3190.0,180.92,182.63,3,3,50,50,-1
2956,3142.9,3150.0,178.17,180.51,3,3,50,50,-1
2957,3141.1,3141.6,178.92,185.47,3,3,50,50,-1
2958,3195.3,3009.8,182.72,173.06,3,3,50,50,-1
2959,3193.5,3226.8,183.02,177.64,3,3,50,50,-1
2960,3287.1,3241.0,211.85,205.74,3,3,50,50,-1
2961,2299.4,2235.8,174.13,171.67,2,2,50,50,-1
2962,3140.1,3155.4,184.59,176.65,3,3,50,50,-1
2963,3128.7,3173.9,175.12,176.61,3,3,50,50,-1
2964,3144.5,3268.4,183.41,198.32,3,3,50,50,-1
2965,3061.6,3248.4,172.13,176.32,3,3,50,50,-1
2966,3199.3,3245.4,190.49,214.35,3,3,50,50,-1
2967,3207.5,3071.5,179.79,174.82,3,3,50,50,-1
2968,3144.7,3244.8,189.84,198.49,3,3,50,50,-1
2969,3281.4,3248.1,207.99,179.24,3,3,50,50,-1
2970,3115.6,3216.4,170.11,180.76,3,3,50,50,-1
2971,3143.1,3139.2,174.7,177.29,3,3,50,50,-1
2972,2300.0,3249.9,171.93,167.93,2,3,50,50,-1
2973,3144.1,3214.2,185.31,183.74,3,3,50,50,-1
2974,2392.4,3326.0,167.63,172.06,3,3,50,50,-1
2975,3169.6,3199.6,190.07,188.57,3,3,50,50,-1
2976,3236.7,3125.8,187.63,179.2,3,3,50,50,-1
2977,3119.0,3187.9,174.23,179.51,3,3,50,50,-1
2978,3144.7,3103.9,181.39,168.98,3,3,50,50,-1
2979,2400.0,2290.5,177.35,171.92,2,2,50,50,-1
2980,3163.3,2390.4,183.71,171.75,3,3,50,50,-1
2981,3183.9,3135.7,194.62,156.32,3,3,50,50,-1
2982,3194.9,3240.7,176.37,196.05,3,3,50,50,-1
2983,2341.6,3157.2,161.79,180.65,3,3,50,50,-1
2984,3198.0,3147.9,200.86,174.16,3,3,50,50,-1
2985,3222.0,3171.5,192.68,165.31,3,3,50,50,-1
2986,3274.9,3100.8,198.88,184.67,3,3,50,50,-1
2987,3246.3,3312.3,188.75,182.06,3,3,50,50,-1
2988,3101.7,3155.7,182.34,165.41,3,3,50,50,-1
2989,3197.6,2386.7,177.05,173.61,3,2,50,50,-1
2990,3119.6,3182.1,179.71,190.43,3,3,50,50,-1
2991,3122.2,3212.1,188.15,175.75,3,3,50,50,-1
2992,3113.0,3187.8,176.69,179.35,3,3,50,50,-1
2993,3134.6,3074.6,177.91,180.62,3,3,50,50,-1
2994,3080.3,3234.6,175.3,178.08,3,3,50,50,-1
2995,3125.1,2393.1,180.54,177.83,3,3,50,50,-1
2996,2347.8,2340.7,176.06,170.13,2,2,50,50,-1
2997,2449.7,2326.6,174.42,172.21,2,2,50,50,-1
2998,2374.3,3141.4,175.08,173.97,2,3,50,50,-1
2999,3130.4,3188.5,177.52,175.92,3,3,50,50,-1
3000,2390.2,2350.0,174.65,174.36,2,2,50,50,-1
3001,3133.5,2911.3,186.62,175.03,3,3,50,50,-1
3002,2341.8,2348.7,173.53,174.98,2,2,50,50,-1
3003,4049.0,3106.8,181.86,171.08,4,3,50,50,-1
3004,3230.3,3239.3,182.35,184.93,3,3,50,50,-1
3005,3116.1,3111.3,184.03,180.23,3,3,50,50,-1
3006,3118.0,2397.2,175.89,175.67,3,3,50,50,-1
3007,3281.2,3183.7,182.9,171.8,3,3,50,50,-1
3008,3164.8,3162.1,187.32,175.41,3,3,50,50,-1
3009,2370.0,3249.4,169.22,176.94,2,3,50,50,-1
3010,2312.5,3144.8,176.48,185.34,2,3,50,50,-1
