gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,unuseful_drops,winner
2193,3349.5,3398.3,2237.91,2255.77,2,2,50,50,25,25,60,54,5,0,1774,-1
2194,2499.7,3398.3,2233.77,2248.08,2,2,50,50,25,25,60,46,3,0,1957,-1
2195,2499.7,3398.3,2240.05,2239.79,2,2,50,50,25,25,60,50,0,0,1913,-1
2196,2599.6,3398.3,2238.57,2232.5,3,3,50,50,25,25,60,63,1,0,1889,-1
2197,3347.4,3398.3,2252.96,2235.85,3,3,50,50,25,25,60,58,2,0,1433,-1
2198,3347.4,3398.3,2242.24,2232.31,2,2,50,50,25,25,60,64,0,0,1868,-1
2199,3347.4,3398.3,2244.55,2235.51,2,2,50,50,25,25,60,69,0,0,2486,-1
2200,3347.4,3398.3,2242.59,2226.23,3,2,50,50,25,25,60,59,1,1,1854,-1
2201,2599.6,3398.3,2229.6,2227.06,2,2,50,50,25,25,60,65,0,0,2692,-1
2202,3349.5,3398.3,2243.67,2242.41,3,3,50,50,25,25,60,65,2,0,2048,-1
2203,3349.5,3398.3,2241.78,2231.26,2,2,50,50,25,25,60,60,0,0,1995,-1
2204,3349.5,3398.3,2236.65,2221.04,2,2,50,50,25,25,60,52,0,0,1936,-1
2205,3349.5,3398.3,2242.14,2216.35,2,2,50,50,25,25,60,53,1,0,2200,-1
2206,3349.5,3398.3,2232.01,2224.83,2,2,50,50,25,25,60,58,0,0,2371,-1
2207,3349.5,3398.3,2220.89,2200.85,2,2,50,50,25,25,60,37,2,0,953,-1
2208,3349.5,3398.3,2209.92,2193.75,2,2,50,50,25,25,60,41,0,0,1846,-1
2209,3349.5,3398.3,2212.26,2199.44,2,2,50,50,25,25,60,54,2,0,2361,-1
2210,3349.5,3398.3,2215.55,2197.27,3,2,50,50,25,25,60,53,10,0,1602,-1
2211,3354.5,3499.5,2230.8,2216.13,3,3,50,50,25,14,60,65,0,1,2251,-1
2212,3354.5,3499.5,2233.92,2202.46,2,2,50,50,25,13,60,54,2,0,1981,-1
2213,3354.5,3399.5,2223.38,2183.3,2,2,50,50,25,25,60,52,0,0,2138,-1
2214,3354.5,3399.5,2232.79,2187.55,2,2,50,50,25,25,60,64,3,0,2404,-1
2215,3354.5,3399.5,2245.57,2214.04,3,3,50,50,25,25,60,77,11,1,2265,-1
2216,3354.5,3349.0,2256.53,2227.11,3,3,50,50,25,25,60,64,5,0,2511,-1
2217,3354.5,3349.0,2255.48,2224.26,2,3,50,50,25,25,60,73,7,0,1980,-1
2218,3354.5,3349.0,2253.79,2230.04,2,2,50,50,25,25,60,66,2,0,1720,-1
2219,3354.5,3349.1,2255.0,2238.87,2,3,50,50,25,25,60,72,2,0,1833,-1
2220,3354.5,3349.1,2255.56,2244.42,3,3,50,50,25,25,60,68,3,6,2271,-1
2221,3349.5,3368.9,2248.92,2252.86,2,3,50,50,25,25,60,74,4,4,2291,-1
2222,3299.1,3368.9,2244.72,2263.1,3,3,50,50,25,25,60,62,0,0,2370,-1
2223,3299.1,3368.9,2250.04,2272.19,2,2,50,50,25,25,60,71,3,0,2100,-1
2224,3299.1,3368.9,2252.9,2293.63,3,2,50,50,25,25,60,66,3,0,1775,-1
2225,3299.1,3368.9,2263.49,2291.81,3,2,50,50,25,25,60,81,9,1,1787,-1
2226,3299.1,3368.9,2269.57,2294.85,3,3,50,50,25,25,60,70,7,1,2118,-1
2227,3299.1,3368.9,2263.15,2307.12,2,3,50,50,25,25,60,70,7,3,2155,-1
2228,3404.4,3368.9,2290.38,2304.37,3,3,50,50,25,25,60,60,10,2,2619,-1
2229,3404.4,3368.9,2286.08,2303.24,2,3,50,50,25,25,60,67,4,1,2428,-1
2230,3404.4,3368.9,2276.3,2292.64,2,2,50,50,25,25,60,70,3,0,2383,-1
2231,3404.4,3368.9,2274.7,2305.48,3,3,50,50,25,25,60,71,2,1,3351,-1
2232,3299.1,3368.9,2268.44,2306.11,3,2,50,50,25,25,60,60,6,0,3058,-1
2233,3299.1,3368.9,2270.51,2302.18,2,3,50,50,25,25,60,66,15,0,2204,-1
2234,3299.1,3368.9,2270.25,2299.27,2,2,50,50,25,25,60,60,16,0,2050,-1
2235,3299.1,3368.9,2269.41,2299.99,2,4,50,50,25,25,60,74,5,0,2268,-1
2236,3299.1,3368.9,2271.41,2294.96,2,2,50,50,25,25,60,74,23,0,2407,-1
2237,3249.0,3368.9,2276.63,2296.68,3,2,50,50,25,25,60,70,37,2,2240,-1
2238,3249.0,3399.2,2281.4,2299.25,2,3,50,50,25,25,60,58,5,0,2313,-1
2239,3249.0,3399.2,2269.0,2285.16,3,3,50,50,25,25,60,68,23,0,1723,-1
2240,3249.0,3399.2,2278.63,2290.48,2,3,50,50,25,25,60,71,31,5,2039,-1
2241,3249.0,3399.2,2286.66,2299.9,2,2,50,50,25,25,60,64,21,0,1893,-1
2242,3192.0,3399.2,2284.85,2299.35,2,2,50,50,25,25,60,73,13,0,2410,-1
2243,3192.0,3399.2,2284.33,2311.33,2,3,50,50,25,25,60,64,14,0,1974,-1
2244,3192.0,3399.2,2290.3,2309.38,2,2,50,50,25,25,60,56,44,0,1471,-1
2245,3192.0,3399.2,2291.29,2321.74,2,3,50,50,25,25,60,61,41,0,2034,-1
2246,3258.6,3368.9,2300.61,2321.39,3,3,50,50,25,25,60,76,25,2,2228,-1
2247,3438.8,3368.9,2301.69,2322.37,3,3,50,50,25,25,60,72,20,1,2387,-1
2248,3438.8,3368.9,2308.91,2310.87,3,3,50,50,25,25,60,74,24,1,1832,-1
2249,3438.8,3368.9,2304.76,2311.92,3,3,50,50,25,25,60,53,69,0,1935,-1
2250,3438.8,3368.9,2293.24,2309.72,2,2,50,50,25,25,60,74,53,0,2319,-1
2251,3438.8,3368.9,2295.21,2302.53,2,2,50,50,25,25,60,76,28,0,1660,-1
2252,3438.8,3348.6,2300.43,2299.74,2,2,50,50,25,25,60,59,91,0,1367,-1
2253,3438.8,3348.6,2310.98,2294.61,3,2,50,50,25,25,60,78,56,2,2068,-1
2254,3438.8,3349.4,2309.08,2300.58,3,3,50,50,25,25,60,76,49,0,1598,-1
2255,3438.8,3349.4,2303.77,2286.65,2,2,50,50,25,25,60,48,93,0,1039,-1
2256,3438.8,3349.4,2304.59,2279.4,3,2,50,50,25,25,60,58,56,0,1530,-1
2257,3438.8,3349.4,2310.76,2280.46,3,2,50,50,25,25,60,76,63,1,2070,-1
2258,3438.8,3349.4,2320.87,2283.77,3,3,50,50,25,25,60,62,32,0,2004,-1
2259,3438.8,3349.4,2326.83,2283.29,2,2,50,50,25,25,60,57,50,0,1816,-1
2260,3438.8,3349.4,2322.88,2288.66,2,2,50,50,25,25,60,77,46,0,2026,-1
2261,3438.8,3349.4,2322.15,2285.87,3,3,50,50,25,25,60,73,54,0,1832,-1
2262,3404.4,3349.4,2314.94,2286.04,2,3,50,50,25,25,60,64,13,0,1811,-1
2263,3404.4,3349.4,2320.59,2287.99,2,2,50,50,25,25,60,73,44,0,1733,-1
2264,3404.4,3349.4,2323.89,2288.38,3,2,50,50,25,25,60,59,36,0,1430,-1
2265,3499.5,3349.4,2334.94,2284.05,3,3,50,50,11,25,60,76,44,1,1885,-1
2266,3404.4,3349.4,2324.07,2286.03,2,2,50,50,25,25,60,58,32,0,1882,-1
2267,3404.4,3349.4,2334.21,2289.11,3,3,50,50,25,25,60,78,65,1,1890,-1
2268,3404.4,3349.4,2345.06,2288.32,3,2,50,50,25,25,60,65,25,0,1916,-1
2269,3404.4,3349.4,2341.77,2286.14,2,2,50,50,25,25,60,60,17,0,1518,-1
2270,3404.4,3349.4,2336.21,2295.36,3,3,50,50,25,25,60,78,82,1,1450,-1
2271,3404.4,3349.4,2337.31,2299.62,3,3,50,50,25,25,60,67,51,0,1497,-1
2272,3404.4,3349.4,2328.49,2309.17,2,3,50,50,25,25,60,65,100,0,1339,-1
2273,3404.4,3349.4,2335.1,2318.74,3,3,50,50,25,25,60,68,67,4,1423,-1
2274,3404.4,3349.4,2324.56,2315.31,2,2,50,50,25,25,60,61,58,0,1387,-1
2275,3349.7,3349.4,2326.55,2311.87,3,2,50,50,25,25,60,63,49,0,1437,-1
2276,3349.7,3349.4,2340.02,2310.15,3,2,50,50,25,25,60,67,46,0,1241,-1
2277,3398.1,3349.4,2347.02,2309.71,3,3,50,50,25,25,60,62,41,4,1493,-1
2278,3398.1,3448.8,2340.78,2310.78,2,3,50,50,25,25,60,67,40,0,1267,-1
2279,3398.1,3448.8,2337.35,2313.08,2,2,50,50,25,25,60,55,45,0,1280,-1
2280,3398.1,3448.8,2320.29,2316.41,2,2,50,50,25,25,60,50,62,0,1334,-1
2281,3398.1,3499.6,2322.48,2313.05,3,3,50,50,25,13,60,51,46,0,1552,-1
2282,3349.7,3499.6,2307.1,2293.14,2,2,50,50,25,10,60,56,55,0,1329,-1
2283,3354.4,3499.6,2320.83,2293.07,3,3,50,50,25,10,60,63,78,1,1829,-1
2284,3354.4,3499.6,2320.7,2291.89,3,2,50,50,25,10,60,61,56,4,1601,-1
2285,3354.4,3499.6,2307.57,2266.99,2,2,50,50,25,7,60,43,23,0,1491,-1
2286,3354.4,3499.6,2296.31,2274.88,3,2,50,50,25,9,60,59,38,3,1553,-1
2287,3354.4,3499.6,2297.3,2281.47,2,2,50,50,25,8,60,53,112,0,1023,-1
2288,3354.4,3499.6,2288.91,2282.34,2,2,50,50,25,8,60,44,72,0,975,-1
2289,3354.4,3499.6,2292.17,2285.1,2,2,50,50,25,8,60,65,63,0,1683,-1
2290,3354.4,3499.6,2292.32,2300.09,2,2,50,50,25,9,60,68,76,0,1786,-1
2291,3354.4,3499.6,2288.92,2297.26,2,2,50,50,25,10,60,63,91,0,1525,-1
2292,3354.4,3499.6,2295.4,2288.25,2,2,50,50,25,8,60,46,72,0,1363,-1
2293,3354.4,3499.6,2294.32,2285.16,3,3,50,50,25,11,60,51,37,11,1573,-1
2294,3354.4,3499.6,2292.91,2280.11,2,2,50,50,25,14,60,45,59,0,1088,-1
2295,3349.5,3499.6,2269.9,2286.7,2,2,50,50,25,17,60,46,51,0,1214,-1
2296,3349.5,3499.6,2271.91,2290.19,2,2,50,50,25,17,60,46,34,0,1308,-1
2297,3349.5,3499.6,2274.08,2287.53,2,2,50,50,25,16,60,54,11,0,1484,-1
2298,3349.5,3499.6,2263.37,2291.13,2,3,50,50,25,18,60,45,108,0,1130,-1
2299,3349.5,3499.6,2259.67,2281.69,2,2,50,50,25,16,60,44,59,0,1403,-1
2300,3349.5,3499.6,2265.98,2283.51,2,3,50,50,25,17,60,52,42,9,1418,-1
2301,3349.5,3499.6,2271.19,2295.13,2,2,50,50,25,20,60,64,80,0,1588,-1
2302,3349.5,3499.6,2281.89,2286.98,3,2,50,50,25,18,60,49,25,2,1577,-1
2303,3349.5,3499.6,2286.93,2290.59,2,2,50,50,25,19,60,38,104,0,1240,-1
2304,3349.5,3499.6,2275.38,2286.78,2,2,50,50,25,17,60,59,32,0,1843,-1
2305,3349.5,3499.6,2271.7,2292.97,2,2,50,50,25,14,60,57,72,0,1765,-1
2306,3349.5,3499.6,2301.55,2291.17,2,2,50,50,25,14,60,66,45,0,1614,-1
2307,3349.5,3499.6,2301.99,2282.83,2,2,50,50,25,12,60,67,44,0,2078,-1
2308,3349.4,3499.6,2298.17,2286.13,2,3,50,50,25,14,60,50,51,1,1802,-1
2309,3349.4,3499.6,2300.96,2285.34,3,2,50,50,25,13,60,79,53,0,1880,-1
2310,3349.4,3499.6,2289.85,2281.52,2,2,50,50,25,12,60,34,128,0,1045,-1
2311,3349.4,3499.6,2288.34,2292.59,2,2,50,50,25,11,60,63,24,0,1937,-1
2312,3349.4,3499.6,2291.75,2286.23,2,2,50,50,25,11,60,57,19,0,1793,-1
2313,3349.4,3403.7,2301.97,2285.56,3,3,50,50,25,25,60,63,81,1,1634,-1
2314,3349.4,3404.5,2308.85,2296.11,3,3,50,50,25,25,60,47,25,7,1714,-1
2315,3349.4,3404.5,2297.06,2290.56,2,2,50,50,25,25,60,65,80,0,1640,-1
2316,3349.4,3404.5,2292.31,2297.14,2,3,50,50,25,25,60,51,66,0,1432,-1
2317,3349.4,3404.5,2285.21,2293.36,2,2,50,50,25,25,60,68,54,0,1559,-1
2318,3349.4,3404.5,2286.72,2300.04,2,2,50,50,25,25,60,64,50,0,1787,-1
2319,3348.7,3404.5,2281.41,2297.09,2,2,50,50,25,25,60,60,75,0,1490,-1
2320,3319.5,3404.5,2274.85,2308.4,3,3,50,50,25,25,60,58,88,7,1122,-1
2321,3319.5,3349.0,2267.57,2284.45,2,2,50,50,25,25,60,48,7,0,1710,-1
2322,3402.8,3349.0,2277.55,2293.63,3,3,50,50,25,25,60,65,74,1,1566,-1
2323,3402.8,3349.0,2278.97,2290.22,2,2,50,50,25,25,60,60,40,0,1953,-1
2324,3402.8,3349.0,2277.99,2287.88,2,2,50,50,25,25,60,54,88,0,1538,-1
2325,3402.8,3349.0,2288.3,2291.97,2,2,50,50,25,25,60,61,57,0,1735,-1
2326,3402.8,3349.0,2295.81,2289.6,2,2,50,50,25,25,60,38,96,0,1216,-1
2327,3402.8,3355.9,2296.52,2298.45,3,3,50,50,25,25,60,56,36,4,1879,-1
2328,3402.8,3355.9,2304.0,2300.04,2,2,50,50,25,25,60,61,50,0,1904,-1
2329,3428.0,3355.9,2311.89,2272.89,3,3,50,50,25,25,60,43,111,0,1406,-1
2330,3428.0,3355.9,2300.02,2279.26,2,2,50,50,25,25,60,44,41,0,2126,-1
2331,3428.0,3355.9,2307.31,2289.83,2,2,50,50,25,25,60,61,36,0,1789,-1
2332,3428.0,3355.9,2310.94,2288.69,2,2,50,50,25,25,60,62,55,0,1680,-1
2333,3428.0,3355.9,2317.2,2289.25,2,2,50,50,25,25,60,59,29,0,1791,-1
2334,3428.0,3355.9,2316.73,2280.43,2,2,50,50,25,25,60,50,18,0,1801,-1
2335,3428.0,3355.9,2331.12,2278.33,2,2,50,50,25,25,60,54,33,0,1324,-1
2336,3428.0,3355.9,2326.94,2277.09,2,3,50,50,25,25,60,72,28,12,1921,-1
2337,3428.0,3355.9,2322.26,2255.8,2,2,50,50,25,25,60,34,0,0,1806,-1
2338,3428.0,3355.9,2314.8,2244.09,2,2,50,50,25,25,60,47,70,0,1298,-1
2339,3428.0,3355.9,2329.83,2245.9,3,2,50,50,25,25,60,47,64,6,1511,-1
2340,3473.2,3355.9,2335.3,2228.79,3,2,50,50,25,25,60,54,27,4,1506,-1
2341,3473.2,3138.7,2328.98,2235.85,2,2,50,50,25,25,60,52,67,0,1639,-1
2342,3403.2,3138.7,2322.03,2228.83,2,2,50,50,25,25,60,35,18,0,1209,-1
2343,3403.2,3138.7,2318.07,2241.17,2,2,50,50,25,25,60,44,39,0,1449,-1
2344,3403.2,3138.7,2324.51,2234.96,2,2,50,50,25,25,60,38,98,0,1296,-1
2345,3403.2,3342.5,2321.89,2238.74,3,3,50,50,25,25,60,55,42,0,1932,-1
2346,3403.2,3342.5,2318.57,2237.46,2,2,50,50,25,25,60,41,6,0,1301,-1
2347,3403.2,3342.5,2289.88,2235.19,2,2,20,20,25,25,0,30,1,0,888,-1
2348,3403.2,3342.5,2291.02,2229.48,2,2,21,20,25,25,1,30,0,0,771,-1
2349,3403.2,3342.5,2284.22,2221.62,2,2,28,20,25,25,8,31,2,0,1330,-1
2350,3403.2,3342.5,2293.63,2225.39,2,2,26,21,25,25,7,42,14,0,1407,-1
2351,3403.2,3342.5,2298.06,2232.79,2,2,39,24,25,25,23,46,22,0,1282,-1
2352,3403.2,3342.5,2276.96,2227.08,2,2,50,50,25,25,60,56,46,0,1670,-1
2353,3403.2,3342.5,2276.28,2231.75,2,2,21,21,25,25,2,31,3,0,1273,-1
2354,3403.2,3342.5,2277.03,2224.39,2,2,20,20,25,25,0,32,1,0,1315,-1
2355,3403.2,3342.5,2266.18,2219.19,2,2,23,20,25,25,3,29,1,0,1099,-1
2356,3403.2,3342.5,2255.82,2209.11,2,2,20,20,25,25,0,31,0,0,1265,-1
2357,3403.2,3342.5,2256.09,2212.02,3,3,28,20,25,25,8,38,0,0,1449,-1
2358,3403.2,3249.5,2259.11,2208.92,2,2,21,26,25,25,7,36,15,0,1317,-1
2359,3500.0,3249.5,2264.99,2196.85,3,2,20,20,19,25,0,29,0,0,1116,-1
2360,3500.0,3249.5,2246.3,2179.93,2,2,20,20,20,25,0,22,0,0,1511,-1
2361,3500.0,3249.5,2243.51,2187.5,2,2,20,20,19,25,0,37,0,0,1226,-1
2362,3403.2,3249.5,2241.06,2181.43,2,2,20,20,25,25,0,31,0,0,1225,-1
2363,3400.0,3249.5,2235.97,2189.41,2,2,20,20,25,25,0,35,0,0,1063,-1
2364,3400.0,3355.0,2232.28,2207.63,2,3,20,20,25,25,0,34,3,5,1358,-1
2365,3400.0,3355.0,2239.25,2208.43,2,2,20,20,25,25,0,36,0,0,1254,-1
2366,3400.0,3355.0,2242.79,2210.23,2,2,20,23,25,25,3,34,0,0,1338,-1
2367,3400.0,3355.0,2260.94,2226.72,2,2,20,20,25,25,0,36,1,0,1299,-1
2368,3400.0,3355.0,2255.09,2225.34,2,2,20,20,25,25,0,31,0,0,1086,-1
2369,3400.0,3355.0,2259.86,2214.28,2,2,20,20,25,25,0,32,0,0,1258,-1
2370,3400.0,3355.0,2264.92,2224.01,2,2,20,20,25,25,0,35,17,0,1252,-1
2371,3400.0,3255.0,2267.44,2202.59,2,2,20,20,25,25,0,31,0,0,1758,-1
2372,3400.0,3255.0,2276.83,2206.38,3,3,50,50,25,25,60,73,98,2,2177,-1
2373,3400.0,2600.0,2284.41,2210.73,2,2,20,20,25,25,0,33,2,0,1385,-1
2374,3400.0,3263.4,2272.95,2203.82,2,3,20,23,25,25,3,33,0,7,1931,-1
2375,3400.0,3263.4,2270.75,2206.47,2,2,25,20,25,25,5,34,2,0,1627,-1
2376,3400.0,3263.4,2266.34,2191.64,2,2,20,20,25,25,0,29,0,0,1321,-1
2377,3400.0,3263.4,2269.62,2186.56,2,2,23,38,25,25,21,45,4,0,1764,-1
2378,3400.0,3263.4,2260.68,2197.37,2,2,23,20,25,25,3,34,3,0,1650,-1
2379,3400.0,3263.4,2256.26,2190.9,2,2,26,20,25,25,6,39,1,0,1374,-1
2380,3400.0,3263.4,2251.75,2201.64,3,2,50,20,25,25,30,50,10,2,1618,-1
2381,3400.0,3263.4,2236.6,2202.76,2,2,20,21,25,25,1,32,0,0,1492,-1
2382,3400.0,3263.4,2243.03,2210.46,2,2,50,50,25,25,60,36,34,0,1537,-1
2383,3400.0,3263.4,2235.02,2194.84,2,2,22,22,25,25,4,31,2,0,1475,-1
2384,3400.0,3347.0,2240.45,2206.99,2,3,50,50,25,25,60,59,93,1,2309,-1
2385,3400.0,3490.3,2249.58,2218.28,2,3,24,22,25,21,6,36,0,0,1678,-1
2386,3400.0,3490.3,2245.75,2230.46,2,2,50,50,25,22,60,61,61,0,2456,-1
2387,3400.0,3490.3,2239.89,2235.62,2,2,21,28,25,24,9,40,7,0,1356,-1
2388,3400.0,3490.3,2243.64,2255.36,2,2,50,50,25,25,60,62,95,0,2004,-1
2389,3400.0,3490.3,2236.59,2248.26,3,2,50,50,25,25,60,52,29,2,2105,-1
2390,3400.0,3490.3,2220.84,2264.82,2,3,20,42,25,25,22,43,0,9,2452,-1
2391,3349.5,3490.3,2206.77,2278.74,2,3,50,50,25,25,60,57,33,0,2109,-1
2392,3349.5,3490.3,2208.56,2285.72,2,3,50,50,25,25,60,58,40,0,2225,-1
2393,3350.0,3490.3,2230.01,2273.15,3,2,20,20,25,25,0,35,1,0,965,-1
2394,3350.0,3490.3,2235.68,2270.11,2,2,50,50,25,25,60,76,40,0,1980,-1
2395,3349.5,3490.3,2230.96,2273.28,2,2,50,50,25,25,60,54,23,0,2431,-1
2396,3350.0,3490.3,2240.03,2286.03,3,2,20,20,25,25,0,38,1,0,702,-1
2397,3350.0,3490.3,2242.88,2286.07,3,3,20,20,25,25,0,37,0,0,739,-1
2398,3350.0,3490.3,2240.99,2292.76,2,3,50,32,25,25,42,52,22,3,2032,-1
2399,3350.0,3490.3,2250.0,2306.93,3,3,22,27,25,25,9,42,17,0,591,-1
2400,3350.0,3490.3,2264.3,2299.82,3,2,50,50,25,25,60,59,21,2,1649,-1
2401,3350.0,3490.3,2263.69,2290.99,2,2,21,50,25,25,31,42,2,0,1266,-1
2402,3350.0,3490.3,2263.22,2293.92,2,2,22,20,25,25,2,36,2,0,944,-1
2403,3350.0,3490.3,2260.2,2288.81,2,2,21,21,25,25,2,34,1,0,754,-1
2404,3350.0,3490.3,2250.23,2286.13,2,2,50,50,25,25,60,40,3,0,933,-1
2405,3346.9,3490.3,2254.12,2285.98,2,2,50,50,25,25,60,58,23,0,2027,-1
2406,3346.9,3490.3,2259.6,2291.29,3,3,20,50,25,25,30,47,30,0,1241,-1
2407,3346.9,3490.3,2254.21,2291.33,2,3,50,50,25,25,60,56,22,0,1860,-1
2408,3346.9,3490.3,2251.39,2300.21,2,2,50,26,25,25,36,52,11,0,1644,-1
2409,3346.9,3490.3,2245.7,2296.46,3,2,50,21,25,25,31,58,5,0,1833,-1
2410,3346.9,3490.3,2253.31,2308.94,2,2,50,50,25,25,60,68,21,0,1740,-1
2411,3346.9,3490.3,2257.41,2300.16,3,2,50,33,25,25,43,54,19,1,1530,-1
2412,3346.9,3490.3,2235.22,2285.95,2,2,50,34,25,24,44,51,21,0,2290,-1
2413,3346.9,3490.3,2252.58,2267.08,2,2,50,50,25,20,60,67,24,0,2257,-1
2414,3346.9,3490.3,2265.37,2271.81,3,3,21,22,25,20,3,40,1,0,828,-1
2415,3346.9,3490.3,2270.55,2279.37,3,3,50,29,25,20,39,46,2,1,1735,-1
2416,3343.8,3490.3,2270.86,2275.96,2,2,50,50,25,18,60,53,85,0,1762,-1
2417,3354.1,3490.3,2284.25,2291.35,3,3,50,50,25,21,60,59,67,3,1669,-1
2418,3354.1,3443.8,2285.23,2284.87,2,2,22,22,25,25,4,38,2,0,710,-1
2419,3354.1,3443.8,2291.26,2279.46,2,2,50,50,25,25,60,61,26,0,2212,-1
2420,3354.1,3443.8,2279.71,2270.92,2,2,50,50,25,25,60,53,26,0,1825,-1
2421,3354.1,3443.8,2284.58,2264.18,2,2,50,50,25,25,60,73,29,0,1889,-1
2422,3354.1,3443.8,2280.19,2253.7,2,2,50,50,25,25,60,45,18,0,2445,-1
2423,3354.1,3443.8,2288.0,2256.08,2,2,20,20,25,25,0,37,1,0,591,-1
2424,3354.1,3396.3,2289.29,2256.66,3,3,50,50,25,25,60,66,31,0,1587,-1
2425,3354.1,3396.3,2291.44,2247.98,2,2,50,50,25,25,60,53,23,0,1967,-1
2426,3354.1,3445.3,2292.64,2258.85,3,3,50,50,25,25,60,71,28,4,1318,-1
2427,3354.1,3445.3,2310.08,2272.49,3,2,50,50,25,25,60,69,24,0,1555,-1
2428,3354.1,3445.3,2313.08,2268.75,2,2,50,50,25,25,60,65,37,0,1271,-1
2429,3344.1,3445.3,2309.99,2277.5,3,3,21,50,25,25,31,45,2,1,1154,-1
2430,3344.1,3445.3,2299.27,2273.77,2,2,50,50,25,25,60,55,11,0,991,-1
2431,3344.1,3445.3,2295.67,2277.33,2,2,21,20,25,25,1,38,0,0,357,-1
2432,3489.0,3445.3,2299.58,2273.09,3,2,25,20,18,25,5,42,0,0,331,-1
2433,3389.0,3445.3,2302.77,2275.76,3,3,33,34,25,25,27,47,1,0,960,-1
2434,3389.0,3445.3,2304.26,2286.13,2,3,20,21,25,25,1,39,0,0,636,-1
2435,3389.0,3451.7,2301.3,2296.53,2,3,50,25,25,25,35,50,8,1,1147,-1
2436,3389.0,3451.7,2305.45,2285.83,2,2,21,30,25,25,11,40,1,0,616,-1
2437,3389.0,3451.7,2306.43,2285.6,2,2,20,21,25,25,1,37,0,0,474,-1
2438,3389.0,3451.7,2306.75,2278.23,3,3,20,20,25,25,0,35,1,1,500,-1
2439,3389.0,3451.7,2307.26,2274.71,2,2,21,22,25,25,3,38,0,0,600,-1
2440,3389.0,3451.7,2305.3,2260.45,2,2,20,20,25,25,0,31,0,0,438,-1
2441,3389.0,3451.7,2306.7,2265.99,2,2,50,50,25,25,60,56,29,0,1354,-1
2442,3389.0,3451.7,2307.45,2266.64,2,2,27,20,25,22,7,40,0,0,937,-1
2443,3389.0,3451.7,2301.98,2262.49,2,2,50,50,25,22,60,47,34,0,1563,-1
2444,3389.0,3451.7,2294.17,2256.12,2,2,20,22,25,23,2,33,0,0,441,-1
2445,3389.0,3451.7,2300.68,2256.5,2,2,20,20,25,21,0,37,0,0,474,-1
2446,3389.0,3451.7,2298.95,2247.4,2,2,20,20,25,21,0,31,0,0,384,-1
2447,3389.0,3451.7,2303.74,2274.29,2,3,50,50,25,25,60,65,17,1,1624,-1
2448,3389.0,3451.7,2304.66,2264.36,2,2,22,50,25,25,32,38,1,0,1316,-1
2449,3389.0,3338.3,2299.57,2275.72,2,2,50,20,25,25,30,51,3,0,610,-1
2450,3389.0,3338.3,2288.88,2259.51,2,2,28,50,25,25,38,53,0,0,1576,-1
2451,3389.0,3338.3,2273.21,2257.35,2,2,25,20,25,25,5,33,0,0,543,-1
2452,3389.0,3340.7,2279.56,2262.0,2,3,50,50,25,25,60,68,13,1,1253,-1
2453,3389.0,3340.7,2258.96,2259.11,2,2,50,21,25,25,31,34,0,0,1042,-1
2454,3389.0,3340.7,2259.12,2261.28,3,2,50,50,25,25,60,69,30,0,1720,-1
2455,3396.2,3546.2,2253.03,2279.96,3,3,21,20,25,10,1,35,1,0,760,-1
2456,3396.2,3546.2,2265.53,2284.48,2,2,21,24,25,10,5,38,0,0,611,-1
2457,3396.2,3546.2,2245.84,2277.53,2,2,21,20,25,11,1,28,0,0,729,-1
2458,3396.2,3436.2,2233.67,2266.44,2,2,22,20,25,25,2,33,0,0,490,-1
2459,3396.2,3436.2,2219.03,2249.08,2,2,46,20,25,25,26,36,4,0,688,-1
2460,3396.2,3436.2,2222.58,2246.44,2,2,20,20,25,25,0,33,4,0,548,-1
2461,3396.2,3436.2,2203.69,2251.94,2,2,20,20,25,25,0,29,0,0,642,-1
2462,3396.2,3436.2,2189.06,2224.29,2,2,20,20,25,25,0,29,0,0,577,-1
2463,3396.2,3340.7,2204.44,2218.61,2,2,29,50,25,25,39,56,20,0,932,-1
2464,3396.2,3340.7,2224.22,2208.34,3,2,50,50,25,25,60,58,39,0,1299,-1
2465,3396.2,3285.7,2231.75,2197.56,3,2,20,22,25,25,2,30,0,0,408,-1
2466,3396.2,3285.7,2239.72,2194.29,2,2,20,50,25,25,30,42,4,0,806,-1
2467,3389.0,3285.7,2243.9,2199.49,2,2,20,20,25,25,0,36,1,0,484,-1
2468,3500.0,3500.0,2264.79,2203.39,3,3,20,20,20,14,0,35,0,0,474,-1
2469,3500.0,3500.0,2270.75,2215.31,3,2,21,20,21,14,1,38,2,1,506,-1
2470,3500.0,3500.0,2266.06,2214.69,2,2,20,20,22,15,0,37,5,0,592,-1
2471,3500.0,3500.0,2266.26,2204.07,2,2,20,20,21,14,0,30,0,0,403,-1
2472,3500.0,3500.0,2243.91,2185.92,2,2,20,20,22,15,0,26,0,0,956,-1
2473,3500.0,3500.0,2249.67,2197.53,2,2,20,29,20,14,9,46,6,0,747,-1
2474,3500.0,3500.0,2258.38,2211.09,3,3,38,21,18,16,19,49,25,0,752,-1
2475,3500.0,3500.0,2255.8,2198.85,2,2,20,20,17,18,0,29,7,0,629,-1
2476,3500.0,3500.0,2247.29,2202.39,2,2,20,20,21,20,0,33,3,0,391,-1
