gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
2053,9146.9,5704.0,3759.14,4053.64,2,2,50,50,2,25,60,46,1664,475,90,172,63,1178,2,912,-1
2054,9146.9,5704.0,3748.83,3953.93,2,2,50,50,2,25,60,47,1115,328,10,84,13,1519,7,1096,-1
2055,9479.6,9757.6,3687.22,3894.51,3,3,50,50,3,1,60,37,1539,285,72,0,0,866,1,550,-1
2056,9479.6,9757.6,3634.29,3832.82,2,2,50,50,3,1,60,26,920,417,64,71,7,757,7,655,-1
2057,9479.6,9757.6,3588.46,3808.91,2,2,50,50,3,1,60,53,2215,563,125,95,12,1333,5,991,-1
2058,9479.6,9757.6,3553.87,3817.18,2,2,50,50,3,1,60,35,1442,73,7,1,7,556,1,532,-1
2059,9479.6,9757.6,3429.85,3760.85,2,2,50,50,3,1,60,30,984,344,27,84,2,1193,5,477,-1
2060,9479.6,9757.6,3417.74,3731.76,2,2,50,50,2,1,60,46,993,142,5,34,13,868,9,1798,-1
2061,9479.6,9757.6,3495.81,3654.44,2,2,50,50,2,1,60,47,1992,1399,9,135,7,1566,5,556,-1
2062,9479.6,9757.6,3475.81,3647.64,2,2,50,22,2,1,32,31,473,122,19,40,4,905,6,475,-1
2063,9479.6,9757.6,3519.29,3628.47,2,2,50,50,2,1,60,55,592,349,41,56,99,601,3,1652,-1
2064,9479.6,9757.6,3409.87,3531.09,2,2,50,25,2,1,35,15,187,98,24,28,111,279,0,355,-1
2065,9479.6,9757.6,3464.79,3484.91,2,2,50,50,2,1,60,37,1086,768,72,2,18,593,3,1117,-1
2066,9479.6,9757.6,3561.55,3559.78,2,2,50,50,2,1,60,63,1116,454,58,177,13,1740,2,1972,-1
2067,9479.6,9757.6,3562.99,3539.45,2,2,50,50,2,1,60,61,1262,333,10,120,12,1624,1,1220,-1
2068,10000.4,9757.6,3653.84,3548.37,3,2,50,50,3,1,60,62,320,176,9,123,59,1512,4,1560,-1
2069,10000.4,9757.6,3608.96,3538.7,2,2,50,21,3,1,31,30,1517,441,107,102,1,919,1,479,-1
2070,10000.4,9757.6,3569.03,3547.19,2,2,50,22,3,1,32,29,1011,150,101,67,1,971,4,694,-1
2071,10000.4,9757.6,3651.36,3662.07,2,2,50,50,3,1,60,78,1851,287,117,629,4,2198,1,2196,-1
2072,10000.4,9757.6,3722.51,3677.91,2,2,50,50,3,1,60,74,869,153,22,316,21,1821,2,4438,-1
2073,10000.4,6465.7,3767.9,3729.11,2,2,50,32,3,2,42,55,625,214,0,197,3,1653,7,2630,-1
2074,10000.4,6910.5,3780.38,3764.04,2,2,50,20,3,3,30,46,1406,248,113,278,1,1781,1,567,-1
2075,10000.4,6465.7,3827.29,3823.37,2,2,50,50,3,2,60,87,1212,454,2,369,11,3991,4,2744,-1
2076,10000.4,6465.7,3932.83,3844.44,2,2,50,50,3,2,60,73,1146,243,4,286,11,2377,1,4304,-1
2077,10315.5,6465.7,4112.8,3955.98,3,2,50,50,5,2,60,81,380,91,3,164,4,1606,2,6546,-1
2078,10315.5,6465.7,4121.51,3975.28,2,2,23,50,5,2,33,59,962,202,13,177,3,2123,0,2835,-1
2079,10315.5,6465.7,4121.93,4037.54,2,2,50,23,4,2,33,48,292,90,1,151,1,1405,0,2442,-1
2080,10315.5,6465.7,4048.3,4047.69,2,2,21,50,3,2,31,28,875,166,36,146,0,345,0,950,-1
2081,10315.5,10487.7,4091.01,4100.08,3,3,50,50,4,2,60,69,530,128,4,160,6,1745,0,4639,-1
2082,10315.5,10487.7,4022.1,4161.34,3,3,24,30,3,2,14,36,586,155,13,147,0,822,4,2707,-1
2083,10315.5,10487.7,4012.75,4215.99,2,2,21,42,2,2,23,53,1219,473,3,202,5,2177,3,2632,-1
2084,10315.5,10487.7,4071.37,4266.21,2,2,50,50,2,2,60,84,1058,241,0,399,7,2998,4,7089,-1
2085,10315.5,10442.2,4035.31,4317.8,2,2,20,21,2,1,1,35,581,38,0,125,0,964,1,1927,-1
2086,9479.6,6168.2,4112.16,4329.04,2,2,24,50,2,14,34,58,123,57,1,57,4,644,0,7590,-1
2087,9479.6,6168.2,4128.85,4314.15,2,2,50,50,1,15,60,84,790,272,2,205,2,2296,3,7027,-1
2088,9479.6,6168.2,4147.73,4287.34,2,2,22,20,1,14,2,33,14,10,0,3,0,0,0,5130,-1
2089,9479.6,6168.2,4080.04,4297.34,2,2,50,41,1,16,51,54,1378,528,1,272,0,1982,0,7458,-1
2090,9479.6,6168.2,4103.7,4268.58,2,2,37,50,1,18,47,55,419,71,2,155,2,1200,0,9232,-1
2091,9479.6,6168.2,4160.06,4324.12,2,2,23,27,1,19,10,40,39,10,2,11,0,105,0,5847,-1
2092,9479.6,6168.2,4159.82,4401.06,2,2,21,20,1,22,1,29,6,0,0,0,0,0,0,5057,-1
2093,9479.6,6168.2,4171.68,4392.61,2,2,20,23,1,21,3,31,6,4,0,70,0,0,0,5122,-1
2094,9880.5,10727.3,4291.13,4497.54,3,3,50,27,2,3,37,68,47,24,1,42,0,195,0,9621,-1
2095,9880.5,10727.3,4353.34,4503.12,2,2,50,50,2,3,60,64,222,80,0,67,8,821,0,12158,-1
2096,9901.6,10727.3,4354.63,4484.96,3,3,21,50,2,4,31,37,14,10,0,0,1,20,0,8988,-1
2097,9901.6,10727.3,4366.5,4513.49,2,2,21,24,1,4,5,38,43,19,0,47,2,60,0,5709,-1
2098,9901.6,10727.3,4375.05,4555.18,2,2,50,50,1,4,60,76,186,55,2,116,5,1087,0,11754,-1
2099,9901.6,10727.3,4414.55,4552.13,2,2,31,20,1,3,11,46,128,120,0,0,0,0,0,6246,-1
2100,9901.6,10727.3,4432.19,4566.98,2,2,50,50,1,3,60,63,2190,436,0,716,1,2164,3,8394,-1
2101,9901.6,10727.3,4480.32,4556.54,3,3,50,50,1,3,60,72,389,80,7,188,9,1933,0,10048,-1
2102,9901.6,10727.3,4539.28,4623.2,2,3,50,50,1,5,60,79,877,246,3,448,8,2104,1,10032,-1
2103,10679.7,10727.3,4554.32,4654.06,3,3,36,43,1,6,39,65,38,17,1,45,0,125,0,9608,-1
2104,10679.7,10727.3,4570.21,4712.41,2,2,20,20,1,6,0,33,0,0,0,1,0,0,0,5107,-1
2105,10679.7,10727.3,4602.11,4725.7,2,2,26,23,1,5,9,41,16,12,0,38,0,140,0,5845,-1
2106,10679.7,10727.3,4599.77,4761.93,2,2,21,21,1,5,2,35,9,1,0,10,0,61,0,5138,-1
2107,10679.7,10727.3,4679.8,4864.05,3,3,24,25,2,8,9,43,217,58,1,83,0,593,0,5310,-1
2108,10679.7,10727.3,4657.3,4894.85,2,2,20,20,2,7,0,35,2,0,0,0,0,0,0,4913,-1
2109,10679.7,10727.3,4668.87,4902.3,2,2,20,47,1,7,27,60,3,1,0,9,1,39,0,8087,-1
2110,10679.7,10727.3,4726.11,4905.01,3,2,22,20,3,7,2,38,1,1,0,6,0,0,0,5367,-1
2111,10679.7,10727.3,4745.38,4923.66,2,2,21,20,3,7,1,34,4,2,1,2,0,0,0,5269,-1
2112,10679.7,10727.3,4749.95,4916.84,2,2,26,21,3,6,7,40,21,15,0,3,1,29,0,6042,-1
2113,10679.7,10727.3,4756.03,4929.4,2,2,50,23,3,6,33,61,143,37,6,30,3,783,0,8349,-1
2114,10679.7,10727.3,4786.41,4947.98,3,2,20,20,5,6,0,36,1,1,0,0,0,0,0,5171,-1
2115,10679.7,10727.3,4758.92,4863.57,2,2,20,20,5,5,0,29,8,8,0,0,0,0,0,4949,-1
2116,10679.7,10727.3,4741.0,4870.1,2,2,20,20,5,5,0,27,0,0,0,0,0,0,0,4936,-1
2117,10224.6,10727.3,4735.51,4858.75,2,2,20,20,4,5,0,28,1,1,0,4,0,0,0,5090,-1
2118,10224.6,10727.3,4722.85,4854.07,2,2,21,20,4,4,1,36,1,0,0,3,1,0,0,5353,-1
2119,10224.6,10727.3,4738.18,4773.56,2,2,20,20,4,3,0,30,0,0,0,0,0,0,0,5162,-1
2120,10224.6,10727.3,4738.78,4776.43,2,2,20,21,4,3,1,36,19,12,1,0,2,54,0,5382,-1
2121,10224.6,10727.3,4704.07,4791.15,2,2,22,20,4,3,2,33,0,0,0,0,0,0,0,5271,-1
2122,10224.6,10727.3,4738.86,4755.63,2,2,20,22,4,2,2,35,5,1,0,1,0,44,0,5149,-1
2123,10224.6,10727.3,4739.46,4760.56,2,2,21,20,4,2,1,39,1,1,0,1,0,0,0,5267,-1
2124,10224.6,10727.3,4749.88,4747.2,2,2,20,21,4,2,1,35,7,0,0,4,0,0,0,5064,-1
2125,10224.6,10727.3,4730.39,4755.64,2,2,20,20,3,2,0,34,11,0,0,0,0,0,0,4925,-1
2126,10224.6,10727.3,4626.3,4716.25,2,2,20,20,2,2,0,25,1,1,0,0,0,0,0,5018,-1
2127,10224.6,10727.3,4613.35,4686.48,2,2,20,20,2,1,0,32,0,0,0,5,0,0,0,4936,-1
2128,10224.6,10727.3,4639.46,4650.93,2,2,21,20,2,1,1,36,0,0,0,25,0,0,0,5041,-1
2129,10224.6,10727.3,4627.93,4578.98,2,2,30,20,2,1,10,33,0,0,0,0,1,0,0,6549,-1
2130,10358.2,10727.3,4666.15,4615.7,3,3,21,26,4,2,7,43,4,3,0,5,1,49,0,5827,-1
2131,10358.2,10727.3,4683.08,4565.83,3,2,20,21,5,2,1,28,1,0,0,1,0,0,0,5456,-1
2132,10358.2,10727.3,4639.46,4552.86,2,2,20,20,4,2,0,29,0,0,0,2,1,0,0,5244,-1
2133,10358.2,10727.3,4649.92,4556.08,2,2,25,20,4,2,5,29,1,0,0,1,0,26,0,6206,-1
2134,10358.2,10727.3,4630.26,4576.93,2,2,20,22,3,2,2,31,0,0,0,1,0,0,0,5661,-1
2135,10439.1,10727.3,4689.63,4611.01,3,2,24,20,5,2,4,38,1,0,0,1,0,0,0,6299,-1
2136,10439.1,10727.3,4707.33,4654.54,3,3,21,23,5,3,4,35,6,2,0,3,2,38,0,5664,-1
2137,10439.1,10727.3,4668.06,4609.38,2,2,20,20,5,3,0,24,1,0,0,2,0,0,0,5329,-1
2138,10439.1,10727.3,4648.14,4666.68,2,3,20,20,5,5,0,34,0,0,0,0,0,0,0,5494,-1
2139,10439.1,10727.3,4645.1,4648.97,2,2,25,46,5,5,31,59,19,6,0,10,1,223,0,9571,-1
2140,10439.1,10727.3,4668.16,4618.97,2,2,20,22,5,5,2,32,0,0,0,0,0,0,0,5552,-1
2141,10439.1,10727.3,4595.18,4572.7,2,2,21,23,4,4,4,31,0,0,0,0,1,0,0,5617,-1
2142,10358.2,10727.3,4605.45,4624.5,3,2,21,20,5,4,1,37,0,0,0,0,0,0,0,5559,-1
2143,10358.2,10727.3,4665.68,4567.98,3,2,21,21,8,4,2,34,5,2,0,0,0,23,0,5497,-1
2144,10237.3,10727.3,4675.66,4559.58,3,2,24,22,9,4,6,36,1,1,0,0,0,0,0,6064,-1
2145,10224.6,10727.3,4710.64,4501.38,2,2,45,22,8,2,27,48,0,0,0,3,1,0,0,8685,-1
2146,10224.6,10727.3,4703.1,4497.35,2,2,20,25,8,2,5,29,0,0,0,0,0,0,0,5858,-1
2147,10224.6,10727.3,4669.16,4488.36,2,2,20,22,8,2,2,29,1,0,0,0,0,0,0,5479,-1
2148,10224.6,10727.3,4670.96,4533.84,2,2,36,27,7,2,23,53,0,0,0,0,0,0,0,8150,-1
2149,10205.2,10727.3,4592.77,4527.45,2,2,50,26,5,2,36,50,0,0,0,9,1,0,0,9611,-1
2150,10205.2,10727.3,4602.2,4548.5,2,2,38,25,5,2,23,54,1,0,0,2,0,51,0,7392,-1
2151,10205.2,10727.3,4595.28,4549.73,2,2,50,50,4,2,60,76,5,3,0,4,2,32,0,12651,-1
2152,10205.2,10727.3,4605.83,4623.77,2,2,29,30,4,2,19,47,0,0,0,1,1,0,0,7644,-1
2153,10205.2,10727.3,4627.85,4627.52,2,2,21,25,3,2,6,38,0,0,0,0,0,0,0,6044,-1
2154,10205.2,10727.3,4692.64,4683.72,3,2,50,28,4,2,38,61,0,0,0,1,0,0,0,10492,-1
2155,10205.2,10727.3,4701.46,4688.27,2,2,50,43,4,2,53,80,0,0,0,0,1,0,0,11231,-1
2156,10205.2,10727.3,4724.11,4736.25,2,2,50,50,4,2,60,73,1,0,0,4,1,0,0,11894,-1
2157,10205.2,10727.3,4737.02,4743.04,3,3,50,50,4,2,60,73,2,0,1,4,2,0,0,12420,-1
2158,10205.2,10727.3,4754.04,4751.02,3,2,20,25,6,2,5,33,0,0,0,1,0,0,0,5660,-1
2159,10205.2,10727.3,4736.03,4782.87,2,2,50,47,5,2,57,73,3,2,0,11,1,0,0,12240,-1
2160,10205.2,10727.3,4737.07,4786.7,2,2,50,50,4,2,60,74,2,0,0,9,2,130,0,12447,-1
2161,10205.2,10727.3,4766.75,4797.77,2,2,50,25,4,2,35,55,3,0,1,68,3,0,0,9813,-1
2162,10170.1,10727.3,4753.1,4790.52,2,2,31,50,3,2,41,64,22,8,2,8,0,99,0,8812,-1
2163,10170.1,10727.3,4790.41,4888.79,3,3,26,50,4,6,36,68,6,3,0,19,3,42,0,8178,-1
2164,10170.1,10727.3,4801.02,4939.58,2,3,21,27,4,8,8,43,6,4,0,5,1,0,0,5710,-1
2165,10170.1,10727.3,4814.02,4884.59,2,2,50,50,4,6,60,80,46,36,0,20,1,368,0,10018,-1
2166,10170.1,10727.3,4807.6,4887.03,2,2,50,50,3,5,60,80,24,8,0,21,0,486,0,9662,-1
2167,10170.1,10727.3,4829.86,4853.72,3,2,50,50,4,4,60,78,259,106,0,106,1,1413,0,8865,-1
2168,10170.1,10727.3,4833.83,4855.81,2,2,23,20,4,4,3,35,8,5,0,15,0,0,0,5540,-1
2169,10170.1,10727.3,4882.24,4791.37,3,3,26,21,5,4,7,34,5,1,0,0,2,0,0,6091,-1
2170,10106.6,10727.3,4892.42,4811.97,3,2,50,50,4,4,60,84,31,11,0,41,1,636,0,12125,-1
2171,10106.6,10727.3,4875.73,4723.39,2,2,20,24,2,2,4,35,65,60,0,4,0,48,0,5837,-1
2172,10106.6,10727.3,4900.77,4704.45,3,3,50,50,2,2,60,75,58,25,0,20,1,582,1,11699,-1
2173,10106.6,10727.3,4877.97,4715.4,2,2,50,50,2,2,60,76,695,279,0,397,0,2930,0,4107,-1
2174,10106.6,10727.3,4880.33,4754.6,2,3,50,50,2,2,60,88,235,47,0,131,4,1360,0,8537,-1
2175,10106.6,10727.3,4904.5,4817.1,3,3,50,50,3,3,60,78,807,129,0,328,2,2508,0,7350,-1
2176,10106.6,10727.3,4950.25,4836.56,3,3,50,50,4,3,60,88,292,62,0,289,0,1291,0,9649,-1
2177,10106.6,10727.3,4947.11,4817.6,2,2,50,48,3,2,58,85,246,93,6,351,2,1273,1,10212,-1
2178,10273.8,10727.3,4936.25,4836.44,3,3,50,50,5,4,60,72,2195,284,0,382,2,2340,2,5351,-1
2179,10273.8,10727.3,4900.23,4810.17,2,2,21,50,5,4,31,57,2004,311,0,316,0,2312,1,1494,-1
2180,10273.8,10727.3,4855.52,4815.72,2,2,50,50,4,4,60,80,2107,478,1,632,2,3586,1,4049,-1
2181,10273.8,10727.3,4828.39,4832.6,2,2,50,50,3,4,60,83,486,150,0,281,3,1918,0,9508,-1
2182,10273.8,10727.3,4803.81,4751.94,2,2,22,22,3,4,4,34,1435,335,0,63,0,1189,0,1813,-1
2183,10273.8,10727.3,4837.99,4815.13,3,3,50,50,4,5,60,90,2835,453,0,1086,0,3573,3,5581,-1
2184,10273.8,10727.3,4870.15,4896.35,3,3,50,50,5,7,60,91,3613,426,0,823,4,2357,1,4663,-1
2185,10273.8,10727.3,4835.84,4850.97,2,2,50,23,5,7,33,60,2979,344,0,472,1,1979,2,2592,-1
2186,10273.8,10727.3,4828.53,4786.1,2,2,50,50,5,6,60,79,3031,331,0,595,3,2339,2,4480,-1
2187,10273.8,10727.3,4801.84,4774.4,3,3,50,50,4,6,60,79,2223,255,23,826,2,2661,5,6045,-1
2188,10273.8,10365.8,4797.65,4726.53,2,2,50,50,4,7,60,78,1989,354,0,369,4,2845,0,5009,-1
2189,10273.8,10365.8,4784.83,4690.91,2,2,50,50,4,6,60,74,3018,383,0,514,0,3066,1,2899,-1
2190,10273.8,10365.8,4806.0,4696.19,2,2,50,50,4,6,60,85,3813,438,0,650,1,2946,0,4241,-1
2191,10106.6,10365.8,4813.13,4728.66,2,2,50,50,3,6,60,73,674,124,0,229,0,1734,0,8940,-1
2192,10106.6,10365.8,4799.16,4712.73,2,2,50,50,3,6,60,70,2946,281,0,506,0,2149,0,5693,-1
2193,9895.9,10365.8,4784.56,4735.53,2,2,50,50,2,5,60,79,296,27,0,164,0,1249,0,9226,-1
2194,9895.9,10365.8,4790.42,4744.75,2,2,50,50,2,5,60,88,1229,115,0,346,6,1484,1,8088,-1
2195,9895.9,10365.8,4788.65,4747.07,2,2,50,50,2,5,60,84,4799,307,0,366,2,2507,0,4029,-1
2196,9995.5,10365.8,4832.22,4761.45,3,3,50,50,3,6,60,89,1307,67,0,269,7,564,0,10740,-1
2197,9995.5,10365.8,4835.19,4796.69,2,2,50,50,3,6,60,85,2789,154,0,422,3,1445,0,8357,-1
2198,10141.5,10984.4,4878.47,4850.04,3,3,50,50,4,4,60,84,1583,139,0,533,7,1836,1,11421,-1
2199,10141.5,10984.4,4928.85,4822.23,3,3,50,50,6,3,60,87,1365,72,0,551,8,1071,0,11356,-1
2200,10331.5,10984.4,5004.68,4865.81,3,2,50,50,8,3,60,89,232,16,0,195,6,621,0,12225,-1
2201,10331.5,10984.4,5001.31,4887.14,2,3,50,50,8,3,60,89,2418,202,0,872,9,2038,0,10434,-1
2202,10331.5,10984.4,5028.7,4921.92,3,3,50,50,9,3,60,79,167,16,0,334,5,495,0,10841,-1
2203,10331.5,10984.4,4968.11,4930.46,2,2,50,29,6,3,39,65,158,12,0,187,1,161,0,9336,-1
2204,10405.5,10984.4,5013.05,4937.28,3,2,50,50,8,3,60,82,94,5,0,210,2,350,0,11890,-1
2205,10405.5,10984.4,4999.61,4891.21,2,2,50,50,7,3,60,80,49,4,0,134,1,207,0,11686,-1
2206,10405.5,10984.4,4956.04,4842.98,2,2,50,24,6,3,34,40,12,1,0,103,1,21,0,6768,-1
2207,10405.5,10984.4,4950.51,4811.73,2,2,50,35,5,3,45,63,17,5,0,246,1,45,0,9370,-1
2208,10405.5,10984.4,4960.56,4814.31,2,2,23,35,4,2,18,49,1,0,0,70,1,0,0,7650,-1
2209,10405.5,10984.4,4943.0,4767.29,3,3,50,27,3,3,37,60,4,0,0,307,2,31,0,9593,-1
2210,10209.7,10984.4,4923.45,4759.49,3,3,27,38,3,2,25,53,0,0,0,298,0,0,0,7930,-1
2211,10209.7,10984.4,4896.89,4690.95,2,2,45,50,3,2,55,57,0,0,0,182,0,0,0,12054,-1
2212,10233.0,10984.4,4856.27,4679.29,3,3,25,50,4,2,35,43,7,0,0,89,2,13,0,9691,-1
2213,10233.0,10984.4,4811.1,4664.8,2,2,50,50,4,2,60,70,43,1,0,119,4,88,0,12599,-1
2214,10233.0,10984.4,4844.47,4675.83,2,2,50,50,4,2,60,77,1,0,0,96,2,0,0,12023,-1
2215,10233.0,10984.4,4767.77,4584.08,2,2,21,22,4,2,3,23,0,0,0,19,0,0,0,5518,-1
2216,10233.0,10561.4,4686.9,4480.14,2,3,24,22,3,3,6,24,0,0,0,91,0,0,0,5814,-1
2217,10533.9,10561.4,4655.32,4469.81,3,3,50,50,4,4,60,55,4,2,0,275,0,0,0,11986,-1
2218,10533.9,10039.6,4681.93,4399.94,2,2,27,25,4,3,12,34,0,0,0,63,0,0,0,6928,-1
2219,10533.9,10743.0,4659.42,4453.72,2,3,50,50,4,4,60,69,65,5,0,180,3,247,0,12096,-1
2220,10533.9,10039.6,4582.02,4448.7,2,2,23,20,4,3,3,25,0,0,0,13,0,0,0,5476,-1
2221,10533.9,10039.6,4482.88,4442.18,2,2,20,25,3,3,5,26,0,0,0,15,0,0,0,5586,-1
2222,10533.9,10039.6,4433.06,4455.21,2,2,41,50,3,3,51,63,1,0,0,76,0,58,0,10943,-1
2223,10533.9,10039.6,4424.76,4358.28,2,2,45,24,3,3,29,35,0,0,0,28,0,0,0,8396,-1
2224,10533.9,10039.6,4398.13,4228.99,2,2,21,20,3,3,1,22,0,0,0,81,0,0,0,4895,-1
2225,10533.9,10039.6,4385.19,4293.14,2,2,50,50,3,3,60,58,9,0,0,123,2,60,0,12670,-1
2226,10533.9,10039.6,4388.59,4261.32,2,2,24,50,3,2,34,43,0,0,0,28,0,0,0,9226,-1
2227,10533.9,10039.6,4425.35,4259.02,3,2,50,50,3,2,60,56,0,0,0,33,0,0,0,12279,-1
2228,10533.9,10039.6,4432.59,4248.08,3,2,50,38,5,2,48,46,0,0,0,113,0,0,0,10613,-1
2229,10533.9,10039.6,4412.64,4326.85,2,2,50,50,5,2,60,59,0,0,0,60,0,0,0,12006,-1
2230,10533.9,10039.6,4451.15,4312.86,2,2,50,50,5,2,60,63,2,1,0,82,0,0,0,11784,-1
2231,10533.9,9901.7,4455.42,4344.92,2,2,50,50,4,1,60,61,22,2,0,98,0,146,0,12232,-1
2232,10533.9,9901.7,4447.87,4300.36,2,2,35,50,4,1,45,54,4,1,0,81,0,28,0,10698,-1
2233,10533.9,5825.5,4399.51,4253.56,2,2,36,32,3,25,28,37,0,0,0,74,0,0,0,8247,-1
2234,10533.9,5825.5,4408.28,4205.51,2,2,50,50,3,25,60,60,7,4,0,42,0,0,0,12091,-1
2235,10533.9,5825.5,4413.47,4239.58,3,2,50,50,3,25,60,55,5,5,0,128,0,0,0,12422,-1
2236,10533.9,5708.0,4397.82,4184.48,3,3,50,24,3,25,34,35,0,0,0,24,0,0,0,9047,-1
2237,10533.9,5708.0,4421.29,4257.38,3,3,50,50,4,25,60,68,0,0,0,91,0,0,0,12044,-1
2238,10533.9,10049.6,4405.17,4269.11,3,3,50,50,4,1,60,59,0,0,0,50,0,0,0,12181,-1
2239,10533.9,10049.6,4381.71,4231.55,2,2,23,50,4,1,33,39,0,0,0,20,0,0,0,8986,-1
2240,10533.9,10049.6,4377.69,4216.25,2,2,50,50,4,1,60,68,9,0,0,194,1,41,0,12582,-1
2241,10533.9,10049.6,4401.22,4297.17,3,3,50,50,3,2,60,73,4,4,0,162,1,0,0,11999,-1
2242,10533.9,10475.1,4387.21,4456.9,3,3,50,50,3,3,60,74,14,2,0,115,1,53,0,12548,-1
2243,10533.9,10049.6,4389.34,4441.37,2,2,38,50,3,2,48,53,1,1,0,157,0,0,0,10710,-1
2244,10533.9,10049.6,4414.67,4467.46,3,3,50,50,5,3,60,54,0,0,0,72,0,0,0,12308,-1
2245,10533.9,9904.5,4335.89,4360.41,2,2,27,26,5,2,13,25,0,0,0,115,0,0,0,6379,-1
2246,10282.5,9904.5,4301.34,4301.74,2,2,50,50,3,2,60,54,0,0,0,110,0,0,0,12012,-1
2247,10282.5,9904.5,4304.15,4300.14,2,2,50,50,3,2,60,57,1,1,0,49,0,0,0,12303,-1
2248,10282.5,9649.6,4294.56,4257.38,2,2,50,50,2,1,60,57,2,2,0,65,0,0,0,11948,-1
2249,10282.5,9649.6,4305.74,4291.39,2,2,50,50,2,1,60,72,1,0,0,33,0,0,0,12230,-1
2250,10282.5,9649.6,4301.12,4264.14,2,2,22,22,2,1,4,25,0,0,0,3,0,0,0,5427,-1
2251,10282.5,9649.6,4261.65,4179.42,2,2,21,27,2,1,8,18,0,0,0,9,0,0,0,5937,-1
2252,10282.5,9649.6,4150.19,4094.87,2,2,20,20,2,1,0,14,0,0,0,1,0,0,0,4974,-1
2253,10282.5,9649.6,4050.99,3983.78,2,2,20,20,2,1,0,13,0,0,0,0,0,0,0,4970,-1
2254,10282.5,9649.6,3974.61,3995.37,2,2,21,20,2,1,1,18,0,0,0,2,0,0,0,5083,-1
2255,10282.5,9649.6,3900.68,3947.95,2,2,21,21,2,1,2,14,0,0,0,0,0,0,0,5211,-1
2256,10282.5,9649.6,3908.84,3853.12,2,2,20,20,2,1,0,13,0,0,0,0,0,0,0,4995,-1
2257,10282.5,9649.6,3879.47,3733.0,2,2,20,20,2,1,0,13,0,0,0,1,0,0,0,4974,-1
2258,10282.5,9649.6,3855.75,3679.69,2,2,20,20,2,1,0,20,0,0,0,0,0,0,0,4963,-1
2259,10282.5,9649.6,3833.68,3667.61,2,2,21,20,2,1,1,16,0,0,0,0,0,0,0,5092,-1
2260,10282.5,5635.5,3786.3,3648.57,2,2,20,20,2,25,0,19,0,0,0,1,0,0,0,4973,-1
2261,10282.5,5635.5,3748.1,3602.29,2,2,20,20,2,25,0,17,0,0,0,35,0,0,0,4897,-1
2262,10282.5,5584.5,3713.37,3600.41,2,2,20,20,2,25,0,16,1,1,0,0,0,0,0,4964,-1
2263,10282.5,5584.5,3720.97,3638.43,2,2,20,20,2,25,0,21,0,0,0,0,0,0,0,4962,-1
2264,10282.5,5584.5,3711.43,3538.49,2,2,20,20,2,25,0,17,0,0,0,62,0,0,0,4862,-1
2265,10282.5,5584.5,3659.65,3497.35,2,2,20,20,2,25,0,17,0,0,0,0,0,0,0,4969,-1
2266,10282.5,5278.8,3662.93,3558.73,2,2,20,20,2,25,0,24,0,0,0,5,0,0,0,4952,-1
2267,10282.5,5278.8,3641.4,3510.08,2,2,20,20,2,25,0,14,0,0,0,1,0,0,0,4960,-1
2268,10282.5,5278.8,3604.74,3492.74,2,2,20,21,2,25,1,14,0,0,0,11,0,0,0,5060,-1
2269,10282.5,5278.8,3544.28,3446.91,2,2,21,20,1,25,1,13,0,0,0,1,0,0,0,5086,-1
2270,10282.5,5278.8,3529.99,3437.7,2,2,20,26,1,25,6,14,0,0,0,10,0,0,0,5697,-1
2271,10282.5,5278.8,3447.79,3503.47,2,2,21,20,1,25,1,18,0,0,0,7,0,0,0,5120,-1
2272,10282.5,5196.0,3456.63,3508.96,2,2,48,31,1,25,39,38,0,0,0,3,0,0,0,9629,-1
2273,10282.5,5196.0,3485.81,3530.02,2,2,50,50,1,25,60,41,0,0,0,12,0,0,0,12076,-1
2274,10282.5,5350.0,3609.63,3571.45,2,2,50,50,1,25,60,54,0,0,0,44,0,0,0,11484,-1
2275,10282.5,9861.7,3678.24,3641.52,2,3,50,50,1,2,60,58,2,1,0,101,0,0,0,11410,-1
2276,10282.5,9861.7,3748.72,3736.55,2,2,50,50,1,2,60,58,2,2,0,156,0,0,0,11136,-1
2277,10282.5,9861.7,3797.14,3803.04,2,3,50,50,1,2,60,66,3,3,0,65,0,0,0,10624,-1
2278,10282.5,9861.7,3803.21,3828.24,2,2,50,50,1,2,60,61,1,1,0,115,1,0,0,10578,-1
2279,10282.5,9861.7,3837.12,3857.05,2,2,50,50,1,2,60,58,5,5,0,102,0,0,0,11392,-1
2280,10282.5,9861.7,3887.36,3918.0,2,2,50,50,1,2,60,60,1,1,0,51,0,0,0,11252,-1
2281,10282.5,9861.7,3932.92,3924.48,2,2,50,50,1,2,60,66,0,0,0,134,0,0,0,11137,-1
2282,10282.5,10241.5,4029.59,3989.04,2,3,50,50,1,4,60,60,1,1,0,93,0,0,0,11336,-1
2283,10282.5,10241.5,4080.43,4043.69,2,3,50,50,1,5,60,62,3,3,0,155,0,0,0,11571,-1
2284,10282.5,10241.5,4077.63,4069.11,2,2,50,50,1,5,60,47,0,0,0,90,0,0,0,11883,-1
2285,10282.5,10241.5,4064.36,4082.85,2,3,47,50,1,5,57,49,2,1,0,53,0,0,0,11557,-1
