gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,useless_drops,winner
2170,6227.4,7359.6,2795.3,2829.15,2,2,41,23,3,2,24,55,485,2621,22,-1
2171,6227.4,7359.6,2806.1,2826.73,2,3,20,20,2,3,0,36,263,1407,3,-1
2172,6227.4,7300.0,2846.25,2794.97,2,2,21,20,2,2,1,34,273,1535,0,-1
2173,6227.4,7300.0,2837.01,2801.33,3,3,48,20,1,1,28,61,509,2539,13,-1
2174,6227.4,7300.0,2844.96,2836.43,2,2,20,39,1,1,19,43,288,1640,13,-1
2175,6227.4,7300.0,2839.78,2824.67,2,2,20,40,1,1,20,43,435,1636,10,-1
2176,6227.4,7300.0,2831.66,2825.0,3,3,23,30,1,1,13,44,442,1714,12,-1
2177,6227.4,7300.0,2818.91,2879.77,3,3,21,21,1,1,2,34,254,1532,62,-1
2178,6227.4,7300.0,2839.49,2876.8,3,3,20,40,1,1,20,38,406,1464,4,-1
2179,6227.4,5608.9,2857.36,2868.08,3,3,23,38,1,3,21,53,466,1724,10,-1
2180,6227.4,5608.9,2879.61,2888.02,2,2,22,20,1,3,2,35,247,1639,25,-1
2181,6227.4,5608.9,2915.73,2888.09,2,2,20,22,1,3,2,36,206,1450,0,-1
2182,6227.4,5608.9,2938.77,2874.45,2,2,21,21,1,3,2,35,211,1274,2,-1
2183,6227.4,5608.9,2908.62,2854.72,2,2,21,21,1,3,2,32,196,1057,0,-1
2184,6227.4,6428.8,2851.49,2848.3,2,3,21,20,1,3,1,26,259,904,1,-1
2185,6227.4,6428.8,2856.28,2829.59,3,3,21,20,1,3,1,35,264,1298,16,-1
2186,6227.4,6428.8,2814.86,2810.59,2,2,20,20,1,3,0,26,230,1308,0,-1
2187,6227.4,6428.8,2809.8,2795.56,2,2,23,20,1,3,3,36,311,1458,51,-1
2188,6227.4,6428.8,2779.18,2797.92,2,2,25,20,1,3,5,39,458,1184,4,-1
2189,6227.4,6428.8,2762.99,2828.82,2,2,21,20,1,3,1,33,389,1223,0,-1
2190,6227.4,6716.8,2784.37,2846.39,3,3,21,20,1,2,1,36,377,1544,4,-1
2191,6227.4,6716.8,2788.26,2839.38,2,2,20,20,1,2,0,31,394,1435,3,-1
2192,6227.4,6716.8,2798.95,2838.77,2,2,20,21,1,2,1,38,420,1500,6,-1
2193,6227.4,6716.8,2794.6,2856.17,3,3,20,22,1,2,2,36,438,1620,7,-1
2194,6227.4,6716.8,2784.47,2858.98,2,2,20,20,1,2,0,32,351,1542,8,-1
2195,6227.4,6716.8,2776.34,2840.2,2,2,20,20,1,2,0,31,387,1315,5,-1
2196,6227.4,6716.8,2720.7,2836.28,2,2,20,20,1,2,0,29,535,1303,14,-1
2197,6227.4,6716.8,2717.89,2817.13,2,2,20,20,1,2,0,36,551,1403,7,-1
2198,6227.4,6428.8,2731.85,2785.75,2,2,20,20,1,2,0,34,483,1430,8,-1
2199,6227.4,6428.8,2732.4,2774.72,2,2,21,20,1,2,1,31,532,1459,9,-1
2200,6227.4,6428.8,2746.36,2759.24,3,3,20,20,1,2,0,30,540,1496,7,-1
2201,6227.4,6428.8,2722.24,2776.07,2,2,22,26,1,2,8,29,493,2074,9,-1
2202,6227.4,6428.8,2705.15,2722.81,2,2,20,20,1,2,0,13,171,1660,1,-1
2203,6227.4,6428.8,2701.13,2754.33,2,2,20,21,1,2,1,26,356,1988,16,-1
2204,6227.4,6428.8,2721.63,2771.24,2,2,20,28,1,2,8,36,579,1926,5,-1
2205,4890.6,5608.9,2729.1,2723.8,2,2,20,20,12,2,0,32,565,1776,26,-1
2206,4739.6,5608.9,2733.65,2721.5,2,2,20,20,16,1,0,32,554,2008,2,-1
2207,4739.6,5608.9,2749.37,2708.99,2,2,20,21,15,1,1,34,514,1705,6,-1
2208,4739.6,5608.9,2785.78,2722.65,2,2,20,20,14,1,0,33,305,1910,4,-1
2209,4739.6,5693.8,2814.84,2734.92,3,3,20,20,17,3,0,38,696,1580,8,-1
2210,4739.6,5693.8,2813.04,2774.76,3,3,20,21,18,3,1,37,481,1798,2,-1
2211,4739.6,5693.8,2795.6,2791.53,2,2,24,20,17,3,4,32,652,2034,9,-1
2212,4739.6,6421.1,2817.84,2779.97,3,3,20,21,17,2,1,36,498,1662,10,-1
2213,5636.2,6421.1,2841.75,2785.52,3,2,20,20,4,2,0,31,459,2001,35,-1
2214,5636.2,6421.1,2848.84,2775.68,2,2,22,21,4,2,3,34,523,1878,12,-1
2215,5636.2,6421.1,2851.07,2797.78,2,2,24,22,4,2,6,35,491,2226,12,-1
2216,5636.2,6421.1,2863.27,2792.06,2,2,20,20,4,1,0,33,347,1848,15,-1
2217,5636.2,6421.1,2848.05,2812.47,3,3,21,20,3,1,1,30,553,2249,3,-1
2218,7570.8,6421.1,2870.42,2824.62,3,3,22,20,1,1,2,36,532,2196,10,-1
2219,7570.8,6421.1,2833.61,2797.99,2,2,20,21,1,1,1,19,200,1906,3,-1
2220,7570.8,6421.1,2851.17,2816.69,2,3,38,50,1,1,48,64,588,2923,36,-1
2221,7570.8,6421.1,2832.62,2801.41,2,2,20,21,1,1,1,24,249,1762,7,-1
2222,7570.8,6421.1,2816.59,2813.07,2,2,40,50,1,1,50,67,784,3201,79,-1
2223,7570.8,6421.1,2841.68,2805.01,2,2,27,42,1,1,29,55,493,2691,12,-1
2224,7570.8,6421.1,2867.82,2804.35,2,2,46,29,1,1,35,58,480,3518,38,-1
2225,7570.8,4445.8,2830.94,2716.55,2,2,21,22,1,25,3,11,179,1745,0,-1
2226,7570.8,4445.8,2797.09,2710.03,2,2,20,20,1,25,0,19,179,1792,1,-1
2227,7570.8,4445.8,2821.72,2713.76,2,2,28,23,1,25,11,25,160,2189,6,-1
2228,7570.8,4232.3,2804.18,2681.51,2,2,50,24,1,25,34,34,555,2257,49,-1
2229,7570.8,4232.3,2794.88,2704.58,2,2,23,27,1,25,10,32,470,2117,4,-1
2230,7570.8,4232.3,2764.51,2709.2,2,2,22,20,1,25,2,19,170,1659,1,-1
2231,7570.8,6925.5,2804.44,2706.16,3,3,21,32,1,1,13,37,518,2204,2,-1
2232,7570.8,6925.5,2770.53,2671.46,2,2,20,20,1,1,0,10,200,1732,12,-1
2233,5019.9,6925.5,2683.38,2658.85,2,2,20,20,5,1,0,7,155,1812,1,-1
2234,5019.9,6925.5,2646.78,2655.24,2,2,50,50,5,1,60,57,919,2545,13,-1
2235,5019.9,6925.5,2641.55,2631.73,2,2,20,23,6,1,3,26,303,1763,14,-1
2236,5019.9,6925.5,2701.45,2677.49,3,3,21,23,8,1,4,32,297,1970,4,-1
2237,5019.9,6925.5,2715.53,2670.87,2,2,50,20,8,1,30,42,553,2814,37,-1
2238,5019.9,6925.5,2647.51,2623.73,2,2,20,20,8,1,0,6,225,1909,0,-1
2239,5019.9,6925.5,2563.58,2593.1,2,2,20,20,7,1,0,6,150,1730,3,-1
2240,5019.9,6925.5,2597.05,2587.53,2,2,50,28,10,1,38,23,1281,2367,12,-1
2241,5019.9,6925.5,2543.96,2551.95,2,2,20,20,8,1,0,5,137,1780,4,-1
2242,5019.9,6925.5,2545.99,2617.52,2,2,27,50,7,1,37,42,548,3308,21,-1
2243,4406.1,6925.5,2537.64,2628.7,2,2,22,25,25,1,7,27,500,1853,3,-1
2244,4406.1,6925.5,2578.59,2641.5,2,2,50,28,25,1,38,50,745,2749,7,-1
2245,4406.1,6925.5,2601.29,2650.45,3,2,50,50,25,1,60,64,782,4140,23,-1
2246,4406.1,6925.5,2647.0,2630.67,2,2,22,22,25,1,4,27,357,1825,2,-1
2247,4406.1,6925.5,2624.42,2651.93,2,2,24,23,25,1,7,33,450,1814,8,-1
2248,4492.7,6925.5,2601.12,2675.35,2,2,22,39,21,1,21,33,500,2381,33,-1
2249,4492.7,6925.5,2614.92,2655.65,2,2,23,25,20,1,8,30,348,1770,16,-1
2250,4492.7,6925.5,2592.45,2591.01,2,2,21,20,22,1,1,20,275,1347,2,-1
2251,4492.7,6925.5,2623.93,2578.25,2,2,20,28,25,1,8,28,366,1984,23,-1
2252,4492.7,6925.5,2613.15,2580.85,2,2,20,20,24,1,0,20,202,1623,26,-1
2253,4397.5,6925.5,2606.72,2583.63,2,2,20,21,25,1,1,25,307,1724,18,-1
2254,4397.5,6925.5,2637.89,2605.09,2,2,35,36,25,1,31,43,602,2490,14,-1
2255,4397.5,6925.5,2632.74,2619.4,2,3,46,50,25,1,56,77,721,3840,31,-1
2256,4397.5,6925.5,2672.37,2661.82,2,2,50,50,25,1,60,86,736,4079,27,-1
2257,4397.5,6925.5,2683.76,2695.3,2,2,33,31,25,1,24,41,499,2580,22,-1
2258,4397.5,6925.5,2681.87,2721.01,3,3,26,50,25,1,36,50,698,2199,18,-1
2259,4397.5,6925.5,2686.4,2682.21,2,2,25,20,25,1,5,23,174,1786,0,-1
2260,4397.5,6925.5,2689.85,2688.15,2,2,28,50,25,1,38,51,624,3423,20,-1
2261,4397.5,6935.7,2687.81,2717.28,2,3,50,50,25,1,60,77,772,3730,19,-1
2262,4451.0,6935.7,2685.36,2762.7,2,2,50,50,25,1,60,73,682,4924,42,-1
2263,4451.0,6935.7,2659.2,2712.56,2,2,20,20,25,1,0,19,315,1414,10,-1
2264,4451.0,6935.7,2642.27,2647.01,2,2,20,23,25,1,3,20,293,1747,4,-1
2265,4451.0,6935.7,2606.66,2609.0,2,2,20,50,25,1,30,23,432,2549,31,-1
2266,4451.0,6935.7,2637.13,2623.5,2,2,49,50,25,1,59,80,728,4057,26,-1
2267,4451.0,6935.7,2659.7,2618.14,2,2,50,50,25,1,60,72,928,3894,36,-1
2268,4451.0,6935.7,2669.62,2622.33,2,2,20,22,25,1,2,30,482,1593,4,-1
2269,4451.0,6935.7,2705.73,2675.67,2,2,24,22,25,1,6,37,386,2115,6,-1
2270,4451.0,4769.0,2649.94,2604.77,2,2,20,20,25,11,0,11,157,1496,1,-1
2271,4451.0,4769.0,2682.01,2617.72,2,2,20,21,25,12,1,36,352,1707,3,-1
2272,5793.0,5325.1,2702.94,2638.46,3,3,29,43,1,4,32,62,904,2909,38,-1
2273,5793.0,4769.0,2679.28,2654.1,2,2,50,20,1,12,30,48,909,1968,47,-1
2274,5793.0,4769.0,2678.82,2703.04,2,2,22,21,1,12,3,37,596,1663,47,-1
2275,5793.0,4769.0,2679.0,2669.09,2,2,50,50,1,11,60,79,2040,2516,83,-1
2276,5793.0,4769.0,2633.83,2601.0,2,2,50,50,1,11,60,61,2320,1937,106,-1
2277,5793.0,5706.2,2637.91,2609.12,3,3,50,50,1,2,60,75,1758,2081,90,-1
2278,5793.0,5706.2,2614.68,2597.23,2,2,50,50,1,2,60,74,2905,1996,128,-1
2279,5793.0,5706.2,2605.2,2530.98,3,3,50,50,1,2,60,62,2348,2131,58,-1
2280,4033.2,5706.2,2579.28,2485.51,3,3,50,50,25,2,60,72,2453,2281,98,-1
2281,4033.2,5706.2,2550.29,2491.16,2,2,50,50,25,2,60,69,1906,1944,117,-1
2282,4033.2,5706.2,2539.87,2467.74,3,3,50,50,25,2,60,68,1867,2062,131,-1
2283,4033.2,5706.2,2554.51,2456.28,2,2,50,50,25,2,60,56,2129,2429,73,-1
2284,4033.2,5706.2,2516.14,2484.81,2,2,50,50,25,2,60,65,2430,2137,76,-1
2285,4033.2,4769.0,2472.38,2474.08,3,3,50,50,25,4,60,65,1559,1742,101,-1
2286,4033.2,4769.0,2430.83,2367.78,2,2,50,50,25,4,60,43,3487,1983,128,-1
2287,4033.2,4769.0,2384.9,2349.7,2,2,50,50,25,3,60,67,1978,2253,133,-1
2288,4033.2,4769.0,2389.67,2332.8,3,3,50,50,25,4,60,65,1291,2349,60,-1
2289,4033.2,4769.0,2365.61,2336.09,2,2,50,50,25,4,60,67,1537,2438,134,-1
2290,4033.2,4769.0,2343.41,2315.27,2,2,50,50,25,4,60,76,2049,2642,115,-1
2291,3889.5,4769.0,2335.9,2312.27,2,2,50,50,25,4,60,70,1691,2569,95,-1
2292,4790.1,4155.8,2362.1,2323.16,3,3,50,50,3,25,60,74,1445,2428,108,-1
2293,4790.1,4155.8,2343.67,2297.47,2,2,50,50,3,25,60,72,2477,2327,77,-1
2294,4790.1,4155.8,2361.79,2303.75,2,2,50,50,2,25,60,70,1528,2515,134,-1
2295,4790.1,4155.8,2377.51,2335.43,2,2,50,50,1,25,60,76,1201,2969,171,-1
2296,4790.1,4155.8,2414.19,2337.69,2,2,50,50,2,25,60,78,987,2965,201,-1
2297,4790.1,4331.6,2439.21,2342.83,2,2,50,50,2,23,60,71,2207,3165,309,-1
2298,4790.1,4885.4,2488.48,2420.28,3,3,50,50,3,5,60,82,1026,3217,234,-1
2299,4790.1,4885.4,2498.09,2411.83,3,3,50,50,4,5,60,84,1585,2866,320,-1
2300,4790.1,4885.4,2523.9,2443.29,3,3,50,50,4,6,60,84,958,3113,286,-1
2301,4790.1,4885.4,2568.09,2458.51,3,2,50,50,4,6,60,87,1053,3382,171,-1
2302,5707.7,4885.4,2584.83,2505.27,3,3,29,27,2,6,16,43,597,1803,113,-1
2303,5707.7,4885.4,2597.22,2531.14,2,3,26,50,2,8,36,61,578,2263,81,-1
2304,5707.7,4885.4,2564.3,2537.85,3,3,50,25,1,8,35,55,716,2291,53,-1
2305,5707.7,4460.5,2584.66,2535.27,3,2,26,50,1,20,36,65,786,2558,125,-1
2306,5707.7,4913.1,2608.85,2585.88,3,3,23,50,2,5,33,65,760,2747,140,-1
2307,5707.7,4913.1,2592.25,2558.32,2,2,21,29,2,4,10,26,323,1409,14,-1
2308,5707.7,4913.1,2562.47,2538.42,2,2,20,20,2,3,0,10,125,1350,0,-1
2309,5707.7,4913.1,2593.83,2562.95,3,3,35,50,2,4,45,74,1065,2455,219,-1
2310,5833.2,4913.1,2632.21,2576.78,3,3,50,42,3,4,52,77,797,2660,118,-1
2311,5833.2,4913.1,2615.85,2639.05,2,3,25,50,2,6,35,62,1051,2241,98,-1
2312,5833.2,4913.1,2643.4,2640.75,2,2,26,28,2,5,14,44,533,1712,51,-1
2313,7260.0,4913.1,2659.82,2662.17,3,3,20,20,1,6,0,33,311,1106,59,-1
2314,7260.0,4913.1,2701.74,2659.33,3,3,23,21,1,6,4,37,317,1499,25,-1
2315,7260.0,4913.1,2709.63,2686.01,2,3,20,21,1,7,1,35,393,1106,16,-1
2316,7260.0,4913.1,2681.95,2703.28,2,2,21,21,1,7,2,33,379,1173,61,-1
2317,7260.0,5053.2,2723.26,2720.63,3,3,23,49,1,8,32,55,446,1849,31,-1
2318,7260.0,5053.2,2734.18,2744.56,3,3,21,50,1,8,31,51,460,1656,12,-1
2319,7260.0,4913.1,2719.2,2750.07,2,2,23,23,1,7,6,36,284,1436,17,-1
2320,7260.0,4913.1,2728.92,2740.36,3,2,23,20,1,7,3,39,409,1077,25,-1
2321,7260.0,5877.4,2731.73,2781.84,2,3,20,21,1,2,1,35,302,1145,18,-1
2322,7260.0,5877.4,2755.28,2782.71,2,2,21,20,1,2,1,36,213,1195,8,-1
2323,7260.0,5877.4,2739.69,2764.17,2,2,21,20,1,2,1,34,401,1310,5,-1
2324,7260.0,4913.1,2752.94,2752.32,2,2,20,20,1,8,0,34,353,1292,19,-1
2325,7260.0,4913.1,2760.42,2779.61,2,2,25,22,1,8,7,43,242,1510,10,-1
2326,7260.0,4913.1,2757.81,2768.15,2,2,20,20,1,7,0,37,254,1281,26,-1
2327,7260.0,4913.1,2780.27,2757.37,2,2,20,20,1,6,0,29,378,1468,14,-1
2328,7260.0,4913.1,2796.04,2748.54,2,2,20,20,1,7,0,25,193,1614,11,-1
2329,7260.0,4913.1,2804.71,2762.66,2,2,20,20,1,7,0,32,360,1452,20,-1
2330,5833.2,4913.1,2784.61,2743.79,2,2,20,21,1,8,1,23,239,1356,12,-1
2331,5833.2,4913.1,2812.77,2749.98,2,2,20,20,1,6,0,36,276,1426,61,-1
2332,5833.2,4913.1,2825.65,2758.57,2,2,20,21,1,5,1,33,290,1346,1,-1
2333,5833.2,4913.1,2825.08,2778.76,3,2,20,21,1,5,1,36,287,1260,2,-1
2334,5833.2,4913.1,2825.22,2792.53,2,2,43,21,1,5,24,50,684,2192,31,-1
2335,5833.2,4913.1,2832.91,2792.34,3,2,20,24,2,6,4,38,537,1419,11,-1
2336,5833.2,4913.1,2846.15,2784.68,2,2,31,21,2,6,12,46,359,1803,17,-1
2337,5833.2,5038.6,2854.61,2811.23,3,3,20,20,2,6,0,38,400,1278,5,-1
2338,5833.2,5038.6,2834.64,2800.69,2,2,20,21,2,6,1,26,192,1235,0,-1
2339,5833.2,5038.6,2856.16,2831.58,3,3,20,29,2,6,9,44,414,1595,72,-1
2340,5833.2,5038.6,2867.49,2797.36,2,2,21,37,2,3,18,47,541,1634,4,-1
2341,5833.2,5038.6,2850.37,2776.18,2,2,20,20,2,3,0,27,200,1159,1,-1
2342,5833.2,5038.6,2829.56,2782.12,2,2,20,20,2,3,0,32,486,1322,2,-1
2343,5833.2,5038.6,2807.64,2822.0,2,2,23,22,2,3,5,40,469,1509,11,-1
2344,5833.2,5038.6,2811.25,2806.75,2,2,21,26,2,2,7,41,677,1293,8,-1
2345,5833.2,5038.6,2771.39,2735.54,2,2,50,50,2,1,60,76,2427,2200,25,-1
2346,5833.2,5038.6,2766.02,2738.02,2,2,20,50,2,1,30,58,1146,1751,6,-1
2347,5833.2,5038.6,2773.9,2748.45,3,3,22,20,2,1,2,34,437,1314,18,-1
2348,5038.5,5038.6,2773.01,2720.96,3,3,25,20,6,2,5,41,516,1391,8,-1
2349,5038.5,5038.6,2785.0,2692.4,2,2,21,20,6,2,1,37,564,1237,2,-1
2350,5038.5,4296.5,2780.76,2680.3,2,2,22,21,6,25,3,32,362,1198,9,-1
2351,5038.5,4296.5,2766.01,2690.52,3,3,20,50,5,25,30,54,458,1675,10,-1
2352,5038.5,4296.5,2762.05,2677.96,2,2,20,50,3,25,30,60,582,1606,7,-1
2353,5038.5,4248.5,2783.24,2698.12,3,3,21,27,4,25,8,41,302,1420,6,-1
2354,5038.5,4248.5,2808.58,2725.23,3,3,21,20,8,25,1,39,493,1095,19,-1
2355,5038.5,4248.5,2810.67,2708.28,2,2,20,22,8,25,2,38,518,1339,20,-1
2356,5447.4,4248.5,2826.17,2707.68,3,3,26,50,4,25,36,60,627,2016,23,-1
2357,5447.4,4248.5,2768.01,2722.11,2,2,50,20,4,25,30,62,926,1832,2,-1
2358,5447.4,4248.5,2761.57,2781.26,2,2,20,20,4,25,0,36,394,1181,0,-1
2359,5447.4,4248.5,2783.64,2763.25,2,2,22,20,4,25,2,37,327,1328,7,-1
2360,5447.4,4248.5,2772.86,2779.11,2,2,20,22,2,25,2,35,337,1299,21,-1
2361,5447.4,4290.3,2760.69,2763.1,3,3,21,20,2,25,1,35,295,1080,6,-1
2362,5447.4,6087.3,2790.92,2758.19,2,3,20,20,2,1,0,36,321,1348,1,-1
2363,5447.4,6087.3,2781.71,2774.98,2,3,24,20,2,1,4,37,216,1305,1,-1
2364,5447.4,6087.3,2777.83,2786.28,2,2,20,20,2,1,0,30,260,1425,1,-1
2365,5447.4,6087.3,2772.14,2771.83,3,3,20,23,3,2,3,33,232,1497,2,-1
2366,5447.4,5665.3,2805.08,2747.65,2,2,20,21,3,2,1,31,242,1451,0,-1
2367,5447.4,5665.3,2824.12,2755.25,2,2,20,20,3,2,0,35,209,1632,3,-1
2368,5447.4,5665.3,2841.31,2758.75,3,2,22,26,4,2,8,40,277,952,12,-1
2369,4945.8,5665.3,2812.53,2751.9,3,3,50,20,7,2,30,54,410,1269,11,-1
2370,4945.8,5665.3,2794.64,2775.42,2,2,20,20,7,2,0,35,229,1179,4,-1
2371,4945.8,5665.3,2779.57,2793.87,2,2,20,20,7,2,0,35,290,1196,11,-1
2372,4945.8,6770.0,2785.97,2785.15,3,3,21,20,8,1,1,41,276,1097,9,-1
2373,4905.3,6770.0,2776.1,2777.78,2,2,20,20,5,1,0,34,217,1341,9,-1
2374,4905.3,6770.0,2764.36,2769.43,2,2,20,20,5,1,0,30,129,909,19,-1
2375,4905.3,6770.0,2772.79,2779.72,2,2,20,20,5,1,0,32,192,1156,1,-1
2376,4905.3,6770.0,2773.43,2762.04,2,2,22,22,6,1,4,40,416,1424,18,-1
2377,4905.3,6770.0,2751.77,2754.22,2,2,23,31,5,1,14,47,585,1696,4,-1
2378,4905.3,6770.0,2776.12,2744.78,2,2,20,20,4,1,0,34,223,1412,11,-1
2379,5248.7,6770.0,2788.36,2750.27,3,3,20,20,3,1,0,34,220,1364,4,-1
2380,5248.7,6770.0,2787.07,2763.19,2,2,20,21,3,1,1,35,150,1066,2,-1
2381,5248.7,6770.0,2793.76,2801.8,2,2,20,20,3,1,0,29,131,1403,0,-1
2382,5248.7,6770.0,2792.23,2813.09,3,3,25,20,3,1,5,41,247,1317,9,-1
2383,5248.7,6770.0,2787.52,2817.61,2,3,20,20,3,1,0,35,253,1081,12,-1
2384,4905.3,6770.0,2747.41,2816.33,3,3,28,28,3,1,16,49,443,1236,42,-1
2385,4905.3,6770.0,2728.37,2822.96,2,2,27,21,3,1,8,41,291,681,14,-1
2386,4905.3,6770.0,2717.29,2793.25,2,2,22,21,3,1,3,36,439,1156,47,-1
2387,4905.3,6770.0,2721.93,2783.2,2,2,50,20,3,1,30,59,755,1856,71,-1
2388,4905.3,6770.0,2710.96,2790.05,2,2,20,20,3,1,0,36,278,1173,9,-1
2389,6180.0,6770.0,2721.01,2796.38,3,3,22,20,1,1,2,39,301,1001,20,-1
2390,6180.0,6770.0,2740.04,2781.07,2,2,20,20,1,1,0,35,334,954,12,-1
2391,4905.3,6770.0,2710.42,2769.87,2,2,20,20,3,1,0,36,219,1156,6,-1
2392,4905.3,6770.0,2699.1,2755.75,3,3,20,23,3,1,3,39,299,980,82,-1
2393,4905.3,6770.0,2695.3,2730.23,2,2,20,20,4,1,0,35,444,989,11,-1
2394,4905.3,6770.0,2677.39,2725.82,2,2,20,20,3,1,0,37,395,1134,7,-1
2395,4905.3,6770.0,2674.72,2745.33,2,3,20,20,3,1,0,34,216,965,6,-1
2396,4905.3,6770.0,2651.97,2747.25,2,2,20,21,4,1,1,39,475,1085,24,-1
2397,4905.3,6770.0,2626.67,2762.51,2,3,21,20,4,1,1,39,381,874,40,-1
2398,6048.3,6770.0,2654.64,2757.75,3,2,27,21,1,1,8,44,401,1303,21,-1
2399,6048.3,6770.0,2651.87,2749.82,2,2,21,20,1,1,1,40,275,870,24,-1
2400,6048.3,6770.0,2630.26,2736.14,2,2,20,21,1,1,1,38,328,997,9,-1
2401,6048.3,6770.0,2645.93,2757.09,2,2,20,20,1,1,0,33,333,1176,22,-1
2402,6048.3,6770.0,2640.55,2773.96,2,2,21,21,1,1,2,37,268,1450,30,-1
2403,6048.3,6770.0,2668.97,2759.87,2,2,21,22,1,1,3,40,345,1308,10,-1
2404,6048.3,6770.0,2677.85,2755.23,3,3,30,22,2,1,12,50,537,2018,61,-1
2405,6040.3,6770.0,2683.66,2763.42,3,3,21,22,2,1,3,44,329,1260,25,-1
2406,6040.3,6770.0,2699.32,2791.61,2,3,28,50,2,1,38,70,686,2663,44,-1
2407,6040.3,6770.0,2716.89,2802.74,3,3,50,21,2,1,31,61,508,2131,28,-1
2408,6040.3,6770.0,2721.95,2822.57,2,3,21,50,2,2,31,68,955,1843,47,-1
2409,6040.3,6770.0,2711.07,2847.56,2,2,32,20,2,2,12,45,716,1695,10,-1
2410,6040.3,6770.0,2691.7,2834.23,3,3,50,50,2,2,60,92,1056,2654,75,-1
2411,6040.3,6770.0,2694.69,2840.32,2,2,29,50,2,2,39,71,992,2696,40,-1
2412,6040.3,6770.0,2694.73,2846.18,3,3,50,50,2,2,60,85,1635,3257,61,-1
2413,6040.3,6770.0,2708.28,2839.09,2,2,50,42,2,2,52,81,1176,3103,87,-1
2414,6040.3,6770.0,2736.14,2817.79,3,3,24,39,2,1,23,58,844,2367,43,-1
2415,6040.3,6770.0,2742.64,2824.09,2,2,32,37,2,1,29,60,1039,2188,16,-1
2416,6040.3,6770.0,2746.32,2798.15,2,2,32,50,1,1,42,68,1527,2201,126,-1
2417,4282.0,6770.0,2691.38,2775.64,3,3,50,50,25,1,60,94,2670,2988,140,-1
2418,4282.0,6770.0,2701.13,2756.33,3,3,50,50,25,1,60,93,1785,3163,70,-1
2419,5175.2,6770.0,2752.49,2738.18,3,2,50,50,2,1,60,93,2076,3813,137,-1
2420,5175.2,6770.0,2756.0,2711.62,3,3,50,50,2,1,60,90,1896,3756,121,-1
2421,5175.2,7468.0,2722.79,2749.91,3,3,50,50,2,2,60,85,2297,2922,62,-1
2422,5175.2,7468.0,2689.05,2720.0,3,3,50,50,3,2,60,90,2500,3086,87,-1
2423,5175.2,7468.0,2643.58,2705.62,3,3,50,50,2,2,60,90,1991,3927,109,-1
2424,5175.2,7468.0,2604.23,2693.53,2,3,50,50,2,2,60,85,2923,2469,94,-1
2425,5175.2,7468.0,2610.57,2678.82,3,2,50,50,3,2,60,77,3003,3407,89,-1
2426,6665.7,7468.0,2600.68,2695.4,3,3,50,50,1,2,60,88,1917,2601,73,-1
2427,6665.7,7468.0,2603.93,2691.85,3,3,50,50,1,1,60,81,2488,3935,86,-1
2428,6665.7,7468.0,2586.75,2688.71,3,3,50,50,1,1,60,82,2648,3154,83,-1
2429,7957.8,7468.0,2642.22,2730.72,3,3,50,50,1,1,60,87,2319,5327,117,-1
2430,7957.8,7468.0,2668.69,2719.54,3,3,50,50,1,1,60,95,2368,3731,144,-1
2431,7957.8,7468.0,2722.75,2692.84,3,3,50,50,1,1,60,91,2882,3445,77,-1
2432,7957.8,7468.0,2660.17,2639.78,2,2,50,50,1,1,60,75,3276,2452,81,-1
2433,6641.7,7468.0,2612.87,2634.23,2,2,50,50,3,1,60,61,1666,2182,37,-1
2434,6641.7,7468.0,2637.63,2644.24,2,3,50,50,3,1,60,65,2665,2352,48,-1
2435,6641.7,7468.0,2579.4,2535.62,2,2,50,50,3,1,60,29,3599,933,0,-1
2436,6641.7,7468.0,2541.93,2558.74,3,3,50,50,3,2,60,72,2966,2106,36,-1
2437,6641.7,7207.3,2541.59,2550.95,3,3,50,50,3,1,60,72,2908,2981,26,-1
2438,6641.7,7207.3,2527.27,2533.79,3,3,50,50,3,1,60,52,6016,1806,20,-1
2439,6641.7,7207.3,2542.19,2527.12,3,3,50,50,3,1,60,82,2896,3449,43,-1
2440,7384.5,7507.6,2532.32,2559.84,3,3,50,50,2,2,60,87,2398,4182,48,-1
2441,7384.5,7507.6,2474.32,2553.21,2,2,50,50,2,2,60,78,3983,4345,52,-1
2442,7384.5,7507.6,2491.31,2513.79,3,3,50,50,2,2,60,66,3435,2918,52,-1
2443,6641.7,7207.3,2482.76,2506.39,3,3,50,50,3,1,60,92,3395,4635,125,-1
2444,6641.7,7207.3,2579.78,2505.63,3,3,50,50,3,1,60,91,2894,4715,86,-1
2445,6641.7,7207.3,2629.47,2568.45,3,3,50,50,3,1,60,89,3450,4996,73,-1
2446,6641.7,7207.3,2656.09,2551.87,3,3,50,50,4,1,60,73,2598,3205,34,-1
2447,7483.6,7207.3,2678.7,2559.03,3,3,50,50,2,1,60,95,1926,3400,67,-1
2448,7483.6,7207.3,2679.15,2565.57,3,3,50,50,2,1,60,74,1959,4617,103,-1
2449,7483.6,7207.3,2699.7,2581.6,3,3,50,50,2,1,60,75,1388,2369,70,-1
2450,7483.6,7207.3,2654.54,2580.97,2,3,50,50,2,1,60,80,2004,2362,69,-1
2451,7483.6,7207.3,2630.36,2604.91,2,3,50,50,2,1,60,85,1372,3094,75,-1
